,stand,on_3b,on_2b,on_1b,outs_when_up,inning,sv_id,release_spin_rate,pitch_number,opp_score,nats_score,if_fielding_alignment,of_fielding_alignment,nats_home1_away0,balls_strikes,all_runners
1364,R,0,0,0,1,1,190609_022826,2274.0,8,0,1,Standard,Standard,0,3_2,fb:0_sb:0_tb:0
2122,R,0,0,0,2,3,190501_234614,2607.0,1,3,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
2682,L,0,0,0,2,7,190328_185001,1735.0,3,1,0,Standard,Standard,1,1_1,fb:0_sb:0_tb:0
451,L,0,0,0,2,3,190903_234957,2348.0,2,0,1,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
1562,L,0,0,0,0,3,190527_174535,2584.0,7,0,0,Infield shift,Standard,1,2_2,fb:0_sb:0_tb:0
374,R,0,0,0,1,2,190908_175925,2306.0,4,1,3,Standard,Standard,0,2_1,fb:0_sb:0_tb:0
467,L,0,0,1,1,2,190903_232958,1570.0,3,0,1,Standard,Standard,1,1_1,fb:1_sb:0_tb:0
246,L,0,1,0,1,4,190914_000638,2713.0,1,0,0,Standard,Standard,1,0_0,fb:0_sb:1_tb:0
695,L,0,0,0,0,4,190725_211013,2461.0,3,0,0,Standard,Standard,1,1_1,fb:0_sb:0_tb:0
1235,L,0,0,0,0,4,190615_000102,2819.0,3,1,3,Strategic,Standard,1,1_1,fb:0_sb:0_tb:0
921,R,0,0,0,1,3,190630_175212,2348.0,1,0,0,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
734,R,0,0,0,1,1,190725_200910,2560.0,6,0,0,Standard,Standard,1,3_2,fb:0_sb:0_tb:0
751,L,0,0,0,0,7,190706_220707,2536.0,4,0,4,Infield shift,Standard,1,1_2,fb:0_sb:0_tb:0
878,R,0,0,1,0,6,190630_184816,1432.0,4,0,1,Standard,Standard,0,1_2,fb:1_sb:0_tb:0
1872,R,1,0,0,2,4,190512_022651,2417.0,1,2,0,Standard,Standard,0,0_0,fb:0_sb:0_tb:1
824,R,0,1,1,1,1,190706_201728,2388.0,5,0,0,Standard,Standard,1,2_2,fb:1_sb:1_tb:0
143,R,1,0,0,1,5,190918_183354,2271.0,2,1,0,Strategic,Standard,0,0_1,fb:0_sb:0_tb:1
2427,L,0,0,0,0,4,190414_183216,2833.0,2,3,3,Standard,Standard,1,1_0,fb:0_sb:0_tb:0
1170,R,0,0,0,0,1,190619_230553,2557.0,2,0,0,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
2387,L,0,0,0,1,7,190414_191545,2687.0,2,3,3,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
2282,R,1,0,0,2,5,190420_234412,2510.0,1,4,3,Standard,Standard,0,0_0,fb:0_sb:0_tb:1
1001,L,0,0,0,0,5,190626_003846,2543.0,2,1,6,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
2356,R,0,0,1,0,1,190420_222415,2365.0,6,0,0,Standard,Standard,0,2_2,fb:1_sb:0_tb:0
2691,L,0,0,0,0,7,190328_184603,1790.0,3,1,0,Infield shift,Standard,1,0_2,fb:0_sb:0_tb:0
264,L,0,0,0,1,3,190913_235031,2771.0,2,0,0,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
997,R,0,0,0,1,5,190626_004023,2376.0,3,1,6,Standard,Strategic,0,2_0,fb:0_sb:0_tb:0
2618,R,0,0,0,1,3,190403_003108,2748.0,1,1,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
487,R,0,0,0,1,1,190903_230918,2419.0,5,0,0,Standard,Standard,1,2_2,fb:0_sb:0_tb:0
886,R,0,0,0,0,6,190630_184448,2588.0,1,0,1,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
765,L,0,0,0,0,6,190706_215145,2714.0,3,0,4,Standard,Standard,1,2_0,fb:0_sb:0_tb:0
266,R,0,0,0,0,3,190913_234953,2471.0,1,0,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1786,L,0,0,0,2,2,190517_233559,2369.0,1,3,0,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
323,R,0,0,0,1,5,190908_185516,2203.0,1,1,4,Strategic,Standard,0,0_0,fb:0_sb:0_tb:0
1091,L,0,0,0,0,6,190620_004349,2376.0,5,0,1,Standard,Standard,1,2_2,fb:0_sb:0_tb:0
465,L,0,0,1,1,2,190903_233059,2461.0,5,0,1,Standard,Standard,1,2_2,fb:1_sb:0_tb:0
1280,R,0,0,0,1,7,190609_040922,2338.0,5,0,4,Standard,Standard,0,2_2,fb:0_sb:0_tb:0
1803,R,0,1,0,2,1,190517_231429,2186.0,4,1,0,Standard,Standard,1,1_2,fb:0_sb:1_tb:0
2400,R,0,0,0,0,6,190414_190105,1410.0,3,3,3,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
647,L,0,0,0,1,1,190822_233226,2325.0,4,0,2,Standard,Standard,0,2_1,fb:0_sb:0_tb:0
1653,R,0,0,0,1,4,190523_001123,2305.0,1,0,1,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
1452,L,0,1,0,0,4,190602_182644,2442.0,1,0,2,Standard,Standard,0,0_0,fb:0_sb:1_tb:0
1208,L,0,0,0,2,5,190615_002032,1742.0,6,2,3,Standard,Standard,1,3_2,fb:0_sb:0_tb:0
1458,L,0,0,0,0,4,190602_182407,2567.0,1,0,2,Infield shift,Standard,0,0_0,fb:0_sb:0_tb:0
2683,L,0,0,0,2,7,190328_184945,2555.0,2,1,0,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
0,L,0,0,1,2,6,190925_005920,2299.0,1,4,2,Infield shift,Standard,1,0_0,fb:1_sb:0_tb:0
841,L,0,0,1,0,1,190706_200728,2369.0,2,0,0,Strategic,Standard,1,1_0,fb:1_sb:0_tb:0
888,R,0,0,0,2,5,190630_183443,2293.0,1,0,1,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
636,L,0,0,0,1,2,190822_235411,2505.0,1,0,2,Infield shift,Standard,0,0_0,fb:0_sb:0_tb:0
2652,L,0,1,1,0,1,190402_235123,1705.0,5,0,0,Standard,Standard,1,1_2,fb:1_sb:1_tb:0
2719,L,0,0,0,1,4,190328_180212,2594.0,4,1,0,Infield shift,Standard,1,1_2,fb:0_sb:0_tb:0
1040,L,0,0,0,0,2,190625_234046,2632.0,1,0,0,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
2499,R,0,0,0,0,5,190407_185537,2523.0,2,1,7,Standard,Strategic,0,0_1,fb:0_sb:0_tb:0
431,L,0,1,0,2,4,190904_001048,2409.0,7,4,1,Standard,Standard,1,3_2,fb:0_sb:1_tb:0
872,L,0,0,1,2,6,190630_185124,2316.0,4,0,1,Standard,Standard,0,2_1,fb:1_sb:0_tb:0
518,L,0,0,0,2,4,190829_001758,2307.0,1,1,5,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
685,L,0,1,0,1,4,190725_211506,,2,0,0,Standard,Standard,1,0_1,fb:0_sb:1_tb:0
507,L,0,0,0,0,5,190829_003119,2384.0,7,1,5,Infield shift,Standard,1,3_2,fb:0_sb:0_tb:0
1486,L,0,0,0,0,2,190602_174243,2559.0,2,0,1,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
2039,L,0,1,0,0,1,190506_235915,2495.0,5,0,2,Standard,Standard,0,1_2,fb:0_sb:1_tb:0
1005,L,0,0,1,2,4,190626_002817,2758.0,1,1,6,Infield shift,Standard,0,0_0,fb:1_sb:0_tb:0
272,R,0,1,1,1,2,190913_233219,1656.0,5,0,0,Standard,Standard,1,2_2,fb:1_sb:1_tb:0
1488,L,0,0,0,2,1,190602_173437,2486.0,2,0,1,Infield shift,Standard,0,0_1,fb:0_sb:0_tb:0
409,L,0,0,0,2,6,190904_004027,1339.0,4,4,1,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
375,R,0,0,0,1,2,190908_175907,2234.0,3,1,3,Standard,Standard,0,1_1,fb:0_sb:0_tb:0
568,L,0,0,0,1,2,190828_233728,2789.0,1,0,5,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
2527,L,0,0,0,1,3,190407_180903,2479.0,1,1,5,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
1100,R,0,0,0,1,5,190620_002943,2507.0,2,0,1,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
256,L,0,0,0,2,3,190913_235349,1423.0,6,0,0,Infield shift,Standard,1,2_2,fb:0_sb:0_tb:0
2018,L,0,0,1,0,2,190507_001927,2629.0,4,1,2,Infield shift,Standard,0,1_2,fb:1_sb:0_tb:0
454,L,0,0,0,1,3,190903_234827,2860.0,2,0,1,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
1014,R,0,0,1,2,3,190626_001004,2299.0,4,0,3,Standard,Standard,0,1_2,fb:1_sb:0_tb:0
2603,R,0,0,0,0,4,190403_005108,2390.0,6,1,0,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
2366,L,0,0,0,0,1,190420_221957,2785.0,1,0,0,Infield shift,Standard,0,0_0,fb:0_sb:0_tb:0
960,R,0,0,0,0,1,190630_172151,2451.0,1,0,0,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
2009,R,1,1,0,1,2,190507_002433,2253.0,5,1,2,Strategic,Standard,0,1_2,fb:0_sb:1_tb:1
1925,L,0,0,1,2,1,190512_013030,2391.0,1,0,0,Standard,Standard,0,0_0,fb:1_sb:0_tb:0
363,L,0,0,0,0,3,190908_181437,1724.0,6,1,4,Infield shift,Standard,0,3_2,fb:0_sb:0_tb:0
2329,R,0,0,0,0,3,190420_230303,2538.0,2,2,2,Standard,Strategic,0,1_0,fb:0_sb:0_tb:0
597,L,1,0,1,2,3,190823_002528,2346.0,7,1,2,Standard,Standard,0,3_2,fb:1_sb:0_tb:1
1090,L,0,0,0,0,6,190620_004421,1353.0,6,0,1,Standard,Standard,1,3_2,fb:0_sb:0_tb:0
406,R,0,0,0,0,1,190908_173654,2384.0,1,0,2,Infield shift,Standard,0,0_0,fb:0_sb:0_tb:0
1881,L,0,0,0,0,4,190512_022111,2428.0,7,2,0,Infield shift,Standard,0,3_2,fb:0_sb:0_tb:0
1756,L,0,0,1,1,4,190518_001446,2419.0,5,3,2,Infield shift,Standard,1,3_1,fb:1_sb:0_tb:0
2224,R,0,0,0,2,3,190426_234309,2271.0,2,0,0,Standard,Strategic,1,0_1,fb:0_sb:0_tb:0
2142,R,0,1,1,1,1,190501_231257,2512.0,5,0,0,Standard,Standard,1,1_2,fb:1_sb:1_tb:0
971,R,0,0,0,0,8,190626_011654,2589.0,4,1,6,Standard,Standard,0,0_2,fb:0_sb:0_tb:0
2029,L,0,0,1,2,1,190507_000430,,2,1,2,Standard,Standard,0,1_0,fb:1_sb:0_tb:0
1567,L,0,0,0,0,3,190527_174349,2515.0,2,0,0,Infield shift,Standard,1,0_1,fb:0_sb:0_tb:0
723,L,0,0,0,1,2,190725_202234,2512.0,3,0,0,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
1403,L,0,0,0,2,6,190602_191002,2498.0,6,1,2,Standard,Standard,0,2_2,fb:0_sb:0_tb:0
12,R,0,0,0,0,6,190925_005331,1474.0,3,4,2,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
1312,L,0,0,0,1,5,190609_033443,2540.0,1,0,4,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
748,L,0,0,0,1,7,190706_220822,2570.0,3,0,4,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
94,L,0,0,0,1,1,190924_230819,2553.0,2,0,0,Infield shift,Standard,1,1_0,fb:0_sb:0_tb:0
2090,L,0,0,0,1,5,190502_002930,2489.0,6,3,1,Infield shift,Standard,1,3_2,fb:0_sb:0_tb:0
767,L,0,0,0,0,6,190706_215111,2448.0,1,0,4,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
2397,L,0,0,0,1,6,190414_190229,1653.0,2,3,3,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
2241,L,0,0,0,1,2,190426_232449,1668.0,3,0,0,Infield shift,Standard,1,0_2,fb:0_sb:0_tb:0
1396,L,0,0,0,1,7,190602_192823,2551.0,3,1,2,Infield shift,Standard,0,0_2,fb:0_sb:0_tb:0
389,R,0,0,0,0,2,190908_175308,2321.0,4,0,3,Infield shift,Standard,0,2_1,fb:0_sb:0_tb:0
985,L,0,0,0,0,7,190626_010147,2850.0,2,1,6,Infield shift,Standard,0,0_1,fb:0_sb:0_tb:0
561,L,0,0,0,2,2,190828_233952,2431.0,4,0,5,Infield shift,Standard,1,2_1,fb:0_sb:0_tb:0
197,R,0,0,0,2,1,190918_173216,2296.0,2,0,0,Infield shift,Standard,0,0_1,fb:0_sb:0_tb:0
1510,R,0,1,0,0,6,190527_183945,2422.0,3,1,2,Standard,Standard,1,1_1,fb:0_sb:1_tb:0
1910,R,1,0,0,2,2,190512_014823,2433.0,5,0,0,Standard,Standard,0,2_2,fb:0_sb:0_tb:1
665,L,0,0,0,1,5,190725_213514,2471.0,5,3,0,Infield shift,Standard,1,3_1,fb:0_sb:0_tb:0
2279,R,1,0,0,2,5,190420_234546,2542.0,4,4,3,Standard,Standard,0,1_2,fb:0_sb:0_tb:1
391,R,0,0,0,0,2,190908_175230,2403.0,2,0,3,Infield shift,Standard,0,0_1,fb:0_sb:0_tb:0
2493,L,0,0,0,2,5,190407_185807,2494.0,1,1,7,Infield shift,Standard,0,0_0,fb:0_sb:0_tb:0
1437,R,0,1,1,2,4,190602_183528,2441.0,2,1,2,Standard,Strategic,0,0_1,fb:1_sb:1_tb:0
2607,R,0,0,0,0,4,190403_004925,1544.0,2,1,0,Standard,Standard,1,1_0,fb:0_sb:0_tb:0
1532,R,0,0,0,0,5,190527_181845,2563.0,1,1,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1594,R,0,0,0,1,1,190527_171209,2281.0,4,0,0,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
718,L,0,0,0,2,2,190725_202435,2344.0,5,0,0,Strategic,Standard,1,3_1,fb:0_sb:0_tb:0
2013,R,1,1,0,1,2,190507_002237,2329.0,1,1,2,Strategic,Standard,0,0_0,fb:0_sb:1_tb:1
243,L,0,1,0,1,4,190914_000756,2419.0,4,0,0,Infield shift,Standard,1,1_2,fb:0_sb:1_tb:0
2285,R,0,0,0,1,5,190420_234218,2265.0,5,4,3,Standard,Standard,0,2_2,fb:0_sb:0_tb:0
1032,L,0,0,0,1,2,190625_234358,2386.0,4,0,0,Infield shift,Standard,0,0_2,fb:0_sb:0_tb:0
1363,R,0,0,0,2,1,190609_022908,2250.0,1,0,1,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
2305,R,0,0,0,0,4,190420_232309,2463.0,3,3,2,Standard,Strategic,0,0_2,fb:0_sb:0_tb:0
1088,R,0,0,1,0,6,190620_004540,2448.0,2,0,1,Standard,Standard,1,0_1,fb:1_sb:0_tb:0
2202,R,0,0,0,1,5,190427_001438,2385.0,2,1,2,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
2453,L,0,1,0,2,1,190414_174151,2560.0,5,0,0,Standard,Standard,1,2_2,fb:0_sb:1_tb:0
2156,L,0,0,0,0,1,190501_230557,2617.0,2,0,0,Infield shift,Standard,1,0_1,fb:0_sb:0_tb:0
699,R,0,0,1,2,3,190725_205030,2287.0,2,0,0,Standard,Standard,1,0_1,fb:1_sb:0_tb:0
2528,L,0,0,0,0,3,190407_180826,2451.0,2,1,5,Standard,Standard,0,1_0,fb:0_sb:0_tb:0
2057,R,0,1,0,0,7,190502_010940,2188.0,4,3,1,Standard,Standard,1,0_2,fb:0_sb:1_tb:0
151,L,0,0,0,0,5,190918_182859,2822.0,2,1,0,Infield shift,Standard,0,0_1,fb:0_sb:0_tb:0
587,R,0,0,0,2,4,190823_004112,2363.0,6,1,2,Standard,Standard,0,1_2,fb:0_sb:0_tb:0
1247,L,0,0,0,0,3,190614_233920,2495.0,1,1,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1030,L,0,0,0,1,2,190625_234440,1570.0,6,0,0,Infield shift,Standard,0,1_2,fb:0_sb:0_tb:0
309,R,0,0,0,2,6,190908_191140,2582.0,3,1,4,Infield shift,Standard,0,0_2,fb:0_sb:0_tb:0
478,R,0,0,0,0,2,190903_232522,2568.0,3,0,1,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
1016,R,0,0,1,2,3,190626_000907,2369.0,2,0,3,Standard,Standard,0,0_1,fb:1_sb:0_tb:0
1346,R,1,1,0,1,2,190609_024727,2468.0,1,0,1,Standard,Standard,0,0_0,fb:0_sb:1_tb:1
1966,L,0,0,0,0,5,190507_012618,2601.0,9,2,2,Strategic,Standard,0,3_2,fb:0_sb:0_tb:0
2611,L,0,0,0,2,3,190403_003416,2289.0,5,1,0,Infield shift,Standard,1,1_2,fb:0_sb:0_tb:0
174,L,0,0,0,1,3,190918_180010,2466.0,6,0,0,Standard,Standard,0,1_2,fb:0_sb:0_tb:0
2411,R,0,0,0,0,5,190414_184830,,2,3,3,Standard,Strategic,1,0_1,fb:0_sb:0_tb:0
1941,R,1,1,1,1,6,190507_015443,2422.0,2,2,2,Strategic,Standard,0,0_1,fb:1_sb:1_tb:1
1169,R,0,0,0,0,1,190619_230610,2602.0,3,0,0,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
1092,L,0,0,0,0,6,190620_004320,2507.0,4,0,1,Strategic,Standard,1,2_1,fb:0_sb:0_tb:0
436,L,0,1,0,2,4,190904_000828,2556.0,2,4,1,Standard,Standard,1,0_1,fb:0_sb:1_tb:0
2502,R,0,0,0,2,4,190407_182833,2565.0,3,1,5,Standard,Standard,0,1_1,fb:0_sb:0_tb:0
586,R,0,0,0,2,4,190823_004139,1521.0,7,1,2,Standard,Standard,0,1_2,fb:0_sb:0_tb:0
1491,L,0,0,0,1,1,190602_173313,2630.0,1,0,1,Infield shift,Standard,0,0_0,fb:0_sb:0_tb:0
66,L,0,0,0,1,2,190924_233526,2473.0,4,3,0,Infield shift,Standard,1,1_2,fb:0_sb:0_tb:0
2563,L,0,0,0,0,1,190407_171801,2583.0,2,0,0,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
1466,L,0,0,0,0,3,190602_180150,2607.0,4,0,1,Standard,Standard,0,1_2,fb:0_sb:0_tb:0
1023,R,0,0,0,1,3,190626_000338,2295.0,2,0,3,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
1052,R,0,0,0,0,1,190625_232615,2525.0,3,0,0,Standard,Standard,0,1_1,fb:0_sb:0_tb:0
2278,R,1,0,0,2,5,190420_234616,2158.0,5,4,3,Standard,Standard,0,2_2,fb:0_sb:0_tb:1
936,L,0,0,0,2,2,190630_173726,1640.0,6,0,0,Standard,Standard,0,2_2,fb:0_sb:0_tb:0
1842,L,0,0,0,1,6,190512_025719,2547.0,3,2,0,Infield shift,Standard,0,0_2,fb:0_sb:0_tb:0
1465,R,0,0,0,1,3,190602_180224,2307.0,1,0,1,Standard,Strategic,0,0_0,fb:0_sb:0_tb:0
1134,R,0,0,0,0,3,190619_234551,2459.0,3,0,1,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
522,L,0,0,0,1,4,190829_001603,2472.0,4,1,5,Infield shift,Standard,1,2_1,fb:0_sb:0_tb:0
2547,R,1,0,0,0,2,190407_174812,2503.0,2,0,5,Strategic,Strategic,0,0_1,fb:0_sb:0_tb:1
1535,R,0,0,1,1,4,190527_180652,2825.0,3,1,0,Standard,Standard,1,1_1,fb:1_sb:0_tb:0
1478,L,0,0,1,1,2,190602_174651,1381.0,5,0,1,Infield shift,Standard,0,2_2,fb:1_sb:0_tb:0
1553,R,0,0,0,1,3,190527_174905,1432.0,4,0,0,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
49,R,0,0,0,2,3,190924_235508,2466.0,3,3,0,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
742,L,0,0,0,0,1,190725_200556,2583.0,1,0,0,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
1382,R,0,1,0,1,8,190602_195804,1510.0,7,1,4,Standard,Standard,0,3_2,fb:0_sb:1_tb:0
1596,R,0,0,0,1,1,190527_171128,2456.0,2,0,0,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
2437,L,0,0,0,0,3,190414_181135,2521.0,5,2,1,Standard,Standard,1,3_1,fb:0_sb:0_tb:0
1801,L,0,0,0,0,2,190517_232916,2751.0,2,1,0,Infield shift,Standard,1,0_1,fb:0_sb:0_tb:0
2106,L,0,1,0,2,4,190502_000257,2307.0,3,3,0,Standard,Standard,1,2_0,fb:0_sb:1_tb:0
2037,L,0,1,0,1,1,190507_000015,,2,0,2,Standard,Standard,0,0_1,fb:0_sb:1_tb:0
2249,R,0,0,0,2,1,190426_230848,2367.0,2,0,0,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
629,R,1,0,1,1,2,190822_235746,2375.0,2,0,2,Standard,Standard,0,0_1,fb:1_sb:0_tb:1
688,L,0,0,0,1,4,190725_211258,2406.0,5,0,0,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
1547,R,0,0,0,2,3,190527_175121,2402.0,3,0,0,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
1444,L,0,1,0,2,4,190602_183144,2424.0,2,1,2,Standard,Standard,0,0_1,fb:0_sb:1_tb:0
1979,R,0,0,0,2,4,190507_011054,2551.0,2,2,2,Standard,Standard,0,1_0,fb:0_sb:0_tb:0
2309,R,1,0,0,2,3,190420_231432,2270.0,6,3,2,Standard,Standard,0,3_2,fb:0_sb:0_tb:1
1220,R,0,0,0,0,5,190615_001558,1677.0,4,2,3,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
1200,L,0,0,0,0,6,190615_003418,1514.0,1,2,3,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
2657,R,0,0,1,0,1,190402_234750,2647.0,2,0,0,Standard,Standard,1,0_1,fb:1_sb:0_tb:0
2416,R,0,0,0,2,4,190414_183634,2505.0,1,3,3,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1992,L,0,0,0,1,3,190507_005712,2488.0,4,2,2,Infield shift,Standard,0,1_2,fb:0_sb:0_tb:0
2302,R,0,0,0,2,4,190420_232431,2526.0,1,3,2,Standard,Strategic,0,0_0,fb:0_sb:0_tb:0
481,L,0,0,0,2,1,190903_231137,2474.0,6,0,0,Standard,Standard,1,3_2,fb:0_sb:0_tb:0
1812,L,0,1,1,0,1,190517_230902,2615.0,4,0,0,Standard,Standard,1,2_1,fb:1_sb:1_tb:0
1369,R,0,0,0,1,1,190609_022632,2499.0,3,0,1,Standard,Standard,0,0_2,fb:0_sb:0_tb:0
327,R,1,1,0,2,4,190908_184243,2317.0,6,1,4,Standard,Standard,0,3_2,fb:0_sb:1_tb:1
828,R,0,1,1,1,1,190706_201530,2312.0,1,0,0,Standard,Standard,1,0_0,fb:1_sb:1_tb:0
18,L,0,1,0,2,5,190925_004058,1437.0,1,4,2,Infield shift,Standard,1,0_0,fb:0_sb:1_tb:0
1066,L,0,1,0,0,7,190620_010732,2515.0,4,0,1,Standard,Standard,1,1_2,fb:0_sb:1_tb:0
607,L,1,0,0,2,3,190823_002021,2513.0,4,1,2,Infield shift,Standard,0,2_1,fb:0_sb:0_tb:1
1012,R,0,0,0,0,4,190626_002356,2446.0,2,0,6,Standard,Strategic,0,0_1,fb:0_sb:0_tb:0
1022,R,0,0,0,1,3,190626_000357,2371.0,3,0,3,Standard,Standard,0,0_2,fb:0_sb:0_tb:0
666,L,0,0,0,1,5,190725_213451,2395.0,4,3,0,Infield shift,Standard,1,3_0,fb:0_sb:0_tb:0
783,L,0,0,0,1,4,190706_212042,2775.0,4,0,4,Infield shift,Standard,1,2_1,fb:0_sb:0_tb:0
2044,L,0,0,0,0,1,190506_235633,2572.0,4,0,2,Standard,Standard,0,2_1,fb:0_sb:0_tb:0
1217,L,0,0,0,1,5,190615_001709,2627.0,1,2,3,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
2560,R,0,0,1,0,1,190407_171922,2441.0,1,0,0,Standard,Standard,0,0_0,fb:1_sb:0_tb:0
585,L,0,0,0,0,1,190828_230554,2607.0,1,0,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
2014,R,0,0,1,1,2,190507_002132,2272.0,4,1,2,Standard,Standard,0,2_1,fb:1_sb:0_tb:0
2140,R,1,1,0,1,1,190501_231439,1353.0,2,1,0,Strategic,Standard,1,0_1,fb:0_sb:1_tb:1
1445,L,0,1,0,2,4,190602_183121,2680.0,1,1,2,Standard,Standard,0,0_0,fb:0_sb:1_tb:0
1171,R,0,0,0,0,1,190619_230540,2497.0,1,0,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
2364,L,0,0,0,0,1,190420_222023,2727.0,3,0,0,Infield shift,Standard,0,0_2,fb:0_sb:0_tb:0
1754,R,0,1,1,1,4,190518_001555,2481.0,1,3,2,Standard,Standard,1,0_0,fb:1_sb:1_tb:0
1205,L,0,0,0,2,5,190615_002207,2410.0,9,2,3,Standard,Standard,1,3_2,fb:0_sb:0_tb:0
275,R,0,1,1,1,2,190913_233041,2470.0,2,0,0,Standard,Standard,1,1_0,fb:1_sb:1_tb:0
2368,R,1,0,0,2,8,190414_194029,2529.0,1,3,3,Standard,Standard,1,0_0,fb:0_sb:0_tb:1
2759,L,0,0,0,2,1,190328_171114,2373.0,1,0,0,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
1053,R,0,0,0,0,1,190625_232557,2549.0,2,0,0,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
2636,L,0,0,0,0,2,190403_001159,2569.0,5,0,0,Strategic,Standard,1,3_1,fb:0_sb:0_tb:0
1939,R,1,1,1,1,6,190507_015553,2269.0,4,2,2,Standard,Standard,0,1_2,fb:1_sb:1_tb:1
1427,R,0,0,0,1,5,190602_184845,2454.0,1,1,2,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
1586,L,0,0,1,2,1,190527_171551,2459.0,4,0,0,Infield shift,Strategic,1,1_2,fb:1_sb:0_tb:0
535,L,0,1,1,2,3,190829_000130,2559.0,1,1,5,Standard,Standard,1,0_0,fb:1_sb:1_tb:0
1880,R,0,1,0,0,4,190512_022159,2539.0,1,2,0,Standard,Standard,0,0_0,fb:0_sb:1_tb:0
1548,R,0,0,0,2,3,190527_175101,2353.0,2,0,0,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
2303,R,0,0,0,1,4,190420_232355,2627.0,2,3,2,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
1827,L,0,0,0,2,7,190512_031326,2764.0,1,2,0,Infield shift,Standard,0,0_0,fb:0_sb:0_tb:0
321,R,0,0,0,1,5,190908_185550,2406.0,3,1,4,Standard,Standard,0,0_2,fb:0_sb:0_tb:0
2749,R,0,0,0,0,2,190328_172842,1652.0,4,1,0,Standard,Strategic,1,1_2,fb:0_sb:0_tb:0
2589,R,1,1,1,2,4,190403_005811,2425.0,3,1,0,Strategic,Standard,1,0_2,fb:1_sb:1_tb:1
368,L,0,0,0,0,3,190908_181311,2258.0,1,1,4,Strategic,Standard,0,0_0,fb:0_sb:0_tb:0
2442,R,0,0,0,2,2,190414_180034,2252.0,3,2,1,Standard,Strategic,1,1_1,fb:0_sb:0_tb:0
464,R,0,0,1,2,2,190903_233133,2304.0,1,0,1,Standard,Standard,1,0_0,fb:1_sb:0_tb:0
877,R,0,0,1,0,6,190630_184840,,5,0,1,Standard,Standard,0,2_2,fb:1_sb:0_tb:0
598,L,1,0,1,2,3,190823_002456,2428.0,6,1,2,Standard,Standard,0,3_2,fb:1_sb:0_tb:1
2474,R,0,1,1,0,7,190407_194938,2472.0,1,1,12,Standard,Standard,0,0_0,fb:1_sb:1_tb:0
