,stand,on_3b,on_2b,on_1b,outs_when_up,inning,sv_id,release_spin_rate,pitch_number,opp_score,nats_score,if_fielding_alignment,of_fielding_alignment,nats_home1_away0,balls_strikes,all_runners
182,R,0,0,0,0,3,190918_175649,2470.0,3,0,0,Standard,Standard,0,0_2,fb:0_sb:0_tb:0
1044,R,0,1,0,1,1,190625_233020,2466.0,2,0,0,Standard,Strategic,0,0_1,fb:0_sb:1_tb:0
862,L,0,0,0,2,7,190630_191403,2501.0,3,1,1,Standard,Strategic,0,0_2,fb:0_sb:0_tb:0
2614,L,0,0,0,2,3,190403_003258,2472.0,2,1,0,Infield shift,Standard,1,0_1,fb:0_sb:0_tb:0
2134,R,0,0,0,1,2,190501_233208,2464.0,3,3,0,Standard,Standard,1,2_0,fb:0_sb:0_tb:0
2689,L,0,0,0,0,7,190328_184652,2543.0,5,1,0,Infield shift,Standard,1,2_2,fb:0_sb:0_tb:0
2289,R,0,0,0,1,5,190420_234032,2464.0,1,4,3,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
2043,L,0,1,0,0,1,190506_235724,2487.0,1,0,2,Standard,Standard,0,0_0,fb:0_sb:1_tb:0
2034,L,1,0,0,2,1,190507_000152,2449.0,2,0,2,Standard,Standard,0,1_0,fb:0_sb:0_tb:1
2455,L,0,1,0,2,1,190414_174050,1322.0,3,0,0,Standard,Standard,1,0_2,fb:0_sb:1_tb:0
1734,R,0,0,1,0,5,190518_003815,2509.0,5,3,2,Standard,Standard,1,0_2,fb:1_sb:0_tb:0
1602,R,0,0,0,2,6,190523_011250,2268.0,2,0,1,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
307,R,0,0,0,0,1,190913_230601,2421.0,2,0,0,Standard,Standard,1,1_0,fb:0_sb:0_tb:0
1601,R,0,0,0,2,6,190523_011307,2574.0,3,0,1,Standard,Standard,0,0_2,fb:0_sb:0_tb:0
386,R,0,0,0,0,2,190908_175420,2427.0,7,0,3,Infield shift,Standard,0,3_2,fb:0_sb:0_tb:0
2444,R,0,0,0,2,2,190414_175958,2422.0,1,2,1,Standard,Strategic,1,0_0,fb:0_sb:0_tb:0
1073,L,0,0,0,0,7,190620_010400,2394.0,2,0,1,Standard,Standard,1,1_0,fb:0_sb:0_tb:0
1395,L,0,0,0,1,7,190602_192846,1516.0,4,1,2,Infield shift,Standard,0,0_2,fb:0_sb:0_tb:0
1621,R,0,0,1,2,5,190523_004500,2462.0,2,0,1,Standard,Standard,0,0_1,fb:1_sb:0_tb:0
2102,R,0,1,1,2,4,190502_000459,2580.0,3,3,0,Standard,Standard,1,1_1,fb:1_sb:1_tb:0
694,L,0,0,0,0,4,190725_211030,1622.0,4,0,0,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
2681,L,0,0,0,2,7,190328_185020,1748.0,4,1,0,Standard,Standard,1,2_1,fb:0_sb:0_tb:0
450,R,0,0,0,0,4,190904_000004,2619.0,1,0,1,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1328,R,0,0,0,0,4,190609_031609,2502.0,1,0,3,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
1735,R,0,0,1,0,5,190518_003736,2464.0,4,3,2,Standard,Standard,1,0_2,fb:1_sb:0_tb:0
1526,R,0,0,0,2,5,190527_182111,2420.0,1,1,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1620,R,0,0,1,2,5,190523_004528,2543.0,3,0,1,Standard,Standard,0,0_2,fb:1_sb:0_tb:0
1051,R,0,0,0,0,1,190625_232634,2460.0,4,0,0,Standard,Standard,0,2_1,fb:0_sb:0_tb:0
1900,L,0,0,0,2,3,190512_020112,1641.0,4,0,0,Infield shift,Standard,0,1_2,fb:0_sb:0_tb:0
1309,R,0,0,1,1,5,190609_033559,2572.0,2,0,4,Standard,Standard,0,1_0,fb:1_sb:0_tb:0
964,R,0,0,1,1,8,190626_012049,2422.0,2,1,6,Standard,Standard,0,0_1,fb:1_sb:0_tb:0
1536,R,0,0,1,1,4,190527_180555,2475.0,2,1,0,Standard,Standard,1,1_0,fb:1_sb:0_tb:0
800,L,0,0,0,1,3,190706_210119,1299.0,3,0,4,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
310,R,0,0,0,2,6,190908_191120,2542.0,2,1,4,Infield shift,Standard,0,0_1,fb:0_sb:0_tb:0
445,L,1,1,0,0,4,190904_000315,2547.0,3,1,1,Standard,Standard,1,1_1,fb:0_sb:1_tb:1
2052,R,1,0,1,1,7,190502_011310,2562.0,3,3,1,Standard,Standard,1,1_1,fb:1_sb:0_tb:1
2728,R,0,0,1,2,3,190328_174549,2547.0,3,1,0,Standard,Standard,1,1_1,fb:1_sb:0_tb:0
2084,R,0,0,0,0,6,190502_004328,2431.0,1,3,1,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
530,L,0,0,0,0,4,190829_001250,2504.0,2,1,5,Infield shift,Standard,1,0_1,fb:0_sb:0_tb:0
1837,R,0,0,0,2,6,190512_025914,1416.0,3,2,0,Standard,Standard,0,0_2,fb:0_sb:0_tb:0
412,L,0,0,0,2,6,190904_003929,2341.0,1,4,1,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
2117,R,0,0,0,0,4,190501_235657,2537.0,1,3,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
2041,L,0,1,0,0,1,190506_235810,2448.0,3,0,2,Standard,Standard,0,1_1,fb:0_sb:1_tb:0
87,R,0,0,1,1,1,190924_231135,2537.0,2,0,0,Standard,Standard,1,0_1,fb:1_sb:0_tb:0
1725,R,0,0,0,0,6,190518_010321,2456.0,2,3,2,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
2020,L,0,0,1,0,2,190507_001833,2411.0,2,1,2,Infield shift,Standard,0,0_1,fb:1_sb:0_tb:0
2462,R,0,0,1,0,1,190414_173621,2327.0,1,0,0,Standard,Standard,1,0_0,fb:1_sb:0_tb:0
1719,L,0,0,1,0,6,190518_010613,2436.0,3,3,2,Standard,Standard,1,1_1,fb:1_sb:0_tb:0
1245,L,0,0,0,0,3,190614_233951,2565.0,3,1,0,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
2164,R,1,0,1,1,7,190427_004843,1356.0,2,2,2,Standard,Standard,1,1_0,fb:1_sb:0_tb:1
1629,R,0,0,1,1,5,190523_004036,2620.0,2,0,1,Standard,Standard,0,0_1,fb:1_sb:0_tb:0
2079,R,0,0,1,1,6,190502_004557,2496.0,2,3,1,Standard,Standard,1,1_0,fb:1_sb:0_tb:0
167,L,0,0,0,2,3,190918_180311,2672.0,2,1,0,Infield shift,Standard,0,0_1,fb:0_sb:0_tb:0
2030,L,0,0,1,2,1,190507_000403,2447.0,1,1,2,Standard,Standard,0,0_0,fb:1_sb:0_tb:0
1167,L,0,0,1,0,1,190619_230728,2515.0,1,0,0,Standard,Standard,1,0_0,fb:1_sb:0_tb:0
672,R,0,0,0,0,5,190725_213243,2484.0,1,3,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1893,L,0,0,0,2,3,190512_020519,2563.0,1,2,0,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
1600,R,0,0,0,2,6,190523_011322,2567.0,4,0,1,Standard,Standard,0,1_2,fb:0_sb:0_tb:0
2386,L,0,0,0,1,7,190414_191606,2499.0,3,3,3,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
2674,R,0,0,0,0,8,190328_190432,2304.0,3,1,0,Standard,Standard,1,2_0,fb:0_sb:0_tb:0
2585,R,1,1,0,2,4,190403_010018,2377.0,7,2,0,Strategic,Standard,1,3_2,fb:0_sb:1_tb:1
1942,R,1,1,1,1,6,190507_015413,2459.0,1,2,2,Strategic,Standard,0,0_0,fb:1_sb:1_tb:1
2480,R,1,0,1,2,6,190407_192857,2585.0,4,1,9,Strategic,Strategic,0,1_2,fb:1_sb:0_tb:1
80,R,0,0,0,1,1,190924_231518,2386.0,3,3,0,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
947,L,0,0,0,0,2,190630_173259,2803.0,2,0,0,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
2694,L,0,0,0,2,6,190328_183128,2527.0,3,1,0,Strategic,Standard,1,0_2,fb:0_sb:0_tb:0
349,L,0,0,1,2,3,190908_182128,2347.0,1,1,4,Standard,Standard,0,0_0,fb:1_sb:0_tb:0
1476,R,0,0,1,2,2,190602_174750,2235.0,2,0,1,Standard,Standard,0,1_0,fb:1_sb:0_tb:0
479,R,0,0,0,0,2,190903_232458,2596.0,2,0,1,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
429,L,0,0,0,0,5,190904_002250,2534.0,1,4,1,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
369,R,0,0,0,2,2,190908_180141,2309.0,3,1,3,Infield shift,Standard,0,0_2,fb:0_sb:0_tb:0
750,L,0,0,0,1,7,190706_220744,2698.0,1,0,4,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
593,R,0,0,0,1,4,190823_003835,2414.0,3,1,2,Standard,Standard,0,1_1,fb:0_sb:0_tb:0
671,R,0,0,0,0,5,190725_213257,,2,3,0,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
456,L,0,0,0,0,3,190903_234737,1525.0,3,0,1,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
968,R,0,0,1,0,8,190626_011844,,2,1,6,Standard,Standard,0,0_1,fb:1_sb:0_tb:0
836,L,0,1,0,1,1,190706_201011,2422.0,1,0,0,Standard,Strategic,1,0_0,fb:0_sb:1_tb:0
1114,L,0,0,0,1,4,190620_000520,1450.0,3,0,1,Infield shift,Standard,1,0_2,fb:0_sb:0_tb:0
397,L,0,0,0,2,1,190908_174012,2425.0,2,0,2,Infield shift,Standard,0,0_1,fb:0_sb:0_tb:0
1264,R,0,0,1,2,1,190614_231110,2299.0,1,0,0,Standard,Standard,1,0_0,fb:1_sb:0_tb:0
1409,L,0,0,0,1,6,190602_190735,2551.0,4,1,2,Infield shift,Standard,0,1_2,fb:0_sb:0_tb:0
232,R,0,1,0,2,4,190914_001456,2412.0,2,2,0,Standard,Strategic,1,1_0,fb:0_sb:1_tb:0
2272,R,0,0,0,0,6,190420_235746,2410.0,3,4,3,Standard,Standard,0,0_2,fb:0_sb:0_tb:0
1930,L,0,0,0,1,1,190512_012755,2494.0,2,0,0,Infield shift,Standard,0,1_0,fb:0_sb:0_tb:0
449,L,0,0,1,0,4,190904_000039,2653.0,1,0,1,Standard,Standard,1,0_0,fb:1_sb:0_tb:0
2274,R,0,0,0,0,6,190420_235705,2312.0,1,4,3,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
1989,L,0,0,0,2,3,190507_005813,2422.0,3,2,2,Standard,Standard,0,1_1,fb:0_sb:0_tb:0
1191,L,0,0,0,2,6,190615_003822,1538.0,1,2,3,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
2711,R,0,0,0,0,5,190328_181540,2380.0,1,1,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
2061,R,0,0,0,0,7,190502_010721,2595.0,7,3,1,Standard,Standard,1,3_2,fb:0_sb:0_tb:0
1820,L,0,0,0,0,1,190517_230524,2551.0,1,0,0,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
621,L,0,0,0,0,3,190823_001356,2555.0,1,0,2,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
2320,R,0,1,0,2,3,190420_230806,2390.0,1,2,2,Standard,Standard,0,0_0,fb:0_sb:1_tb:0
1133,R,0,0,0,1,3,190619_234623,2353.0,1,0,1,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
2212,R,0,0,0,2,4,190426_235811,1572.0,2,0,0,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
315,L,0,0,0,0,6,190908_190901,2815.0,1,1,4,Strategic,Standard,0,0_0,fb:0_sb:0_tb:0
1785,L,0,0,0,2,2,190517_233621,2495.0,2,3,0,Infield shift,Standard,1,0_1,fb:0_sb:0_tb:0
2536,R,0,1,1,0,2,190407_175431,2286.0,2,1,5,Standard,Standard,0,1_0,fb:1_sb:1_tb:0
592,R,0,0,0,2,4,190823_003911,2464.0,1,1,2,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
1350,R,0,0,1,0,2,190609_024426,2334.0,5,0,1,Standard,Standard,0,3_1,fb:1_sb:0_tb:0
1805,R,0,1,0,2,1,190517_231304,2499.0,2,1,0,Standard,Standard,1,0_1,fb:0_sb:1_tb:0
2028,L,0,0,1,2,1,190507_000456,2446.0,3,1,2,Standard,Standard,0,1_1,fb:1_sb:0_tb:0
557,L,0,0,0,0,3,190828_235141,2539.0,1,0,5,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
2022,R,0,0,0,0,2,190507_001724,2510.0,5,1,2,Strategic,Standard,0,2_2,fb:0_sb:0_tb:0
802,L,0,0,0,1,3,190706_210045,2412.0,1,0,4,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
853,R,0,0,0,1,8,190630_193910,2365.0,2,1,2,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
2734,L,0,0,0,2,3,190328_174315,2481.0,3,1,0,Infield shift,Standard,1,2_0,fb:0_sb:0_tb:0
2271,R,0,0,0,0,6,190420_235811,1607.0,4,4,3,Standard,Standard,0,1_2,fb:0_sb:0_tb:0
1463,R,0,0,0,1,3,190602_180302,2210.0,3,0,1,Standard,Strategic,0,0_2,fb:0_sb:0_tb:0
2281,R,1,0,0,2,5,190420_234439,2489.0,2,4,3,Standard,Standard,0,1_0,fb:0_sb:0_tb:1
2126,L,0,0,0,0,3,190501_234404,2691.0,4,3,0,Infield shift,Standard,1,2_1,fb:0_sb:0_tb:0
239,R,0,0,1,1,4,190914_001033,2371.0,1,1,0,Standard,Standard,1,0_0,fb:1_sb:0_tb:0
153,R,0,0,0,2,4,190918_181842,2402.0,8,1,0,Infield shift,Standard,0,3_2,fb:0_sb:0_tb:0
860,R,0,0,0,0,8,190630_193648,,1,1,2,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
1416,L,0,0,0,0,6,190602_190457,2682.0,4,1,2,Infield shift,Standard,0,2_1,fb:0_sb:0_tb:0
194,R,0,0,0,0,2,190918_174259,2354.0,2,0,0,Infield shift,Standard,0,1_0,fb:0_sb:0_tb:0
798,L,0,0,0,2,3,190706_210211,2354.0,1,0,4,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
2642,R,0,1,1,2,1,190402_235830,2335.0,2,0,0,Standard,Standard,1,0_1,fb:1_sb:1_tb:0
1259,L,0,0,0,0,2,190614_232313,2473.0,2,0,0,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
2479,L,0,0,0,0,7,190407_194726,2436.0,1,1,12,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
815,L,0,0,0,1,2,190706_203326,2394.0,2,0,1,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
187,R,0,0,0,2,2,190918_174605,2378.0,2,0,0,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
1514,L,0,0,0,0,6,190527_183733,2570.0,2,1,2,Infield shift,Standard,1,0_1,fb:0_sb:0_tb:0
2231,R,0,0,0,0,3,190426_234026,2450.0,3,0,0,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
825,R,0,1,1,1,1,190706_201648,2295.0,4,0,0,Standard,Standard,1,2_1,fb:1_sb:1_tb:0
2750,R,0,0,0,0,2,190328_172821,2532.0,3,1,0,Standard,Strategic,1,1_1,fb:0_sb:0_tb:0
664,R,0,0,1,1,5,190725_213553,2508.0,1,3,0,Standard,Standard,1,0_0,fb:1_sb:0_tb:0
224,R,0,1,1,0,5,190914_003507,2488.0,1,2,0,Strategic,Standard,1,0_0,fb:1_sb:1_tb:0
740,L,0,0,0,0,1,190725_200636,2655.0,3,0,0,Infield shift,Standard,1,0_2,fb:0_sb:0_tb:0
462,R,0,0,1,2,2,190903_233221,2492.0,3,0,1,Standard,Standard,1,1_1,fb:1_sb:0_tb:0
2399,R,0,0,0,0,6,190414_190130,1498.0,4,3,3,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
1199,L,0,0,0,0,6,190615_003448,2528.0,2,2,3,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
329,R,1,1,0,2,4,190908_184145,2390.0,4,1,4,Standard,Standard,0,2_1,fb:0_sb:1_tb:1
510,L,0,0,0,0,5,190829_002955,2441.0,4,1,5,Infield shift,Standard,1,2_1,fb:0_sb:0_tb:0
1976,R,0,0,1,2,4,190507_011213,2475.0,1,2,2,Standard,Standard,0,0_0,fb:1_sb:0_tb:0
1262,R,0,0,1,2,1,190614_231226,2440.0,3,0,0,Standard,Standard,1,0_2,fb:1_sb:0_tb:0
1250,R,0,0,0,2,2,190614_232701,2446.0,4,0,0,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
1509,R,0,1,0,0,6,190527_184012,2435.0,4,1,2,Standard,Standard,1,1_2,fb:0_sb:1_tb:0
1351,R,0,0,1,0,2,190609_024359,2503.0,4,0,1,Standard,Standard,0,2_1,fb:1_sb:0_tb:0
889,L,0,0,0,1,5,190630_183411,1457.0,4,0,1,Standard,Strategic,0,1_2,fb:0_sb:0_tb:0
2743,R,0,0,0,0,3,190328_173959,2546.0,1,1,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1737,R,0,0,1,0,5,190518_003642,2525.0,2,3,2,Standard,Standard,1,0_1,fb:1_sb:0_tb:0
1371,R,0,0,0,1,1,190609_022559,2476.0,1,0,1,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
2173,R,0,0,1,0,7,190427_004306,2432.0,2,2,2,Standard,Standard,1,0_1,fb:1_sb:0_tb:0
1086,R,0,0,1,0,6,190620_004642,1485.0,4,0,1,Standard,Standard,1,1_2,fb:1_sb:0_tb:0
2005,L,1,1,0,2,2,190507_002706,2423.0,3,1,2,Standard,Standard,0,1_1,fb:0_sb:1_tb:1
1358,R,0,0,0,2,1,190609_023039,2372.0,6,0,1,Standard,Standard,0,3_2,fb:0_sb:0_tb:0
37,R,0,0,0,0,4,190925_001824,2523.0,7,4,1,Standard,Standard,1,3_2,fb:0_sb:0_tb:0
489,R,0,0,0,1,1,190903_230833,2436.0,3,0,0,Standard,Standard,1,1_1,fb:0_sb:0_tb:0
1928,L,0,0,0,1,1,190512_012828,2536.0,4,0,0,Infield shift,Standard,0,2_1,fb:0_sb:0_tb:0
107,L,0,1,0,2,7,190918_192611,2435.0,3,2,1,Standard,Standard,0,1_1,fb:0_sb:1_tb:0
2243,L,0,0,0,1,2,190426_232410,2555.0,1,0,0,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
1099,R,0,0,0,1,5,190620_003014,2452.0,3,0,1,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
1279,R,0,0,0,1,7,190609_040947,2433.0,6,0,4,Standard,Standard,0,2_2,fb:0_sb:0_tb:0
920,R,0,0,0,1,3,190630_175231,2337.0,2,0,0,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
1765,R,0,0,0,0,4,190518_001030,2390.0,2,3,2,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
2341,R,0,0,1,1,2,190420_224349,2353.0,1,2,0,Strategic,Strategic,0,0_0,fb:1_sb:0_tb:0
1441,L,0,1,0,2,4,190602_183301,2444.0,5,1,2,Standard,Standard,0,2_2,fb:0_sb:1_tb:0
769,R,0,0,0,2,5,190706_213922,2594.0,5,0,4,Standard,Standard,1,2_2,fb:0_sb:0_tb:0
2406,R,0,0,1,1,5,190414_185102,2389.0,2,3,3,Standard,Standard,1,0_1,fb:1_sb:0_tb:0
2763,R,0,0,0,1,1,190328_170926,2327.0,4,0,0,Infield shift,Standard,1,1_2,fb:0_sb:0_tb:0
170,R,0,0,0,1,3,190918_180146,2339.0,4,1,0,Standard,Standard,0,1_2,fb:0_sb:0_tb:0
2099,R,0,1,1,2,4,190502_000706,2245.0,6,3,0,Standard,Standard,1,3_2,fb:1_sb:1_tb:0
2032,L,1,0,0,2,1,190507_000244,1536.0,4,0,2,Standard,Standard,0,2_1,fb:0_sb:0_tb:1
1256,R,0,0,0,1,2,190614_232431,2412.0,1,0,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1564,L,0,0,0,0,3,190527_174445,2398.0,5,0,0,Infield shift,Standard,1,2_2,fb:0_sb:0_tb:0
2205,L,0,0,0,1,5,190427_001304,2376.0,2,0,2,Infield shift,Standard,1,0_1,fb:0_sb:0_tb:0
533,L,0,1,1,2,3,190829_000226,1553.0,3,1,5,Standard,Standard,1,0_2,fb:1_sb:1_tb:0
2023,R,0,0,0,0,2,190507_001645,1523.0,4,1,2,Strategic,Standard,0,2_1,fb:0_sb:0_tb:0
1597,R,0,0,0,1,1,190527_171114,2486.0,1,0,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
344,R,0,0,0,1,4,190908_183351,2331.0,1,1,4,Infield shift,Standard,0,0_0,fb:0_sb:0_tb:0
811,R,0,0,0,2,2,190706_203517,2464.0,2,0,1,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
704,R,0,0,0,1,3,190725_204706,2382.0,6,0,0,Strategic,Strategic,1,3_2,fb:0_sb:0_tb:0
1319,R,0,0,0,2,4,190609_032004,2376.0,7,0,3,Standard,Standard,0,2_2,fb:0_sb:0_tb:0
1730,R,0,0,1,2,5,190518_004037,2366.0,1,3,2,Standard,Standard,1,0_0,fb:1_sb:0_tb:0
162,R,0,0,0,1,4,190918_181451,2369.0,1,1,0,Infield shift,Standard,0,0_0,fb:0_sb:0_tb:0
839,L,0,0,1,0,1,190706_200816,2579.0,4,0,0,Standard,Standard,1,1_2,fb:1_sb:0_tb:0
2407,R,0,0,1,1,5,190414_185033,2257.0,1,3,3,Standard,Standard,1,0_0,fb:1_sb:0_tb:0
125,R,0,1,1,1,6,190918_190558,2346.0,6,2,0,Standard,Standard,0,1_2,fb:1_sb:1_tb:0
395,L,0,0,0,2,1,190908_174045,1547.0,4,0,2,Infield shift,Standard,0,2_1,fb:0_sb:0_tb:0
2033,L,1,0,0,2,1,190507_000216,2569.0,3,0,2,Standard,Standard,0,2_0,fb:0_sb:0_tb:1
1504,R,0,1,0,0,6,190527_184254,2611.0,9,1,2,Standard,Standard,1,2_2,fb:0_sb:1_tb:0
1153,L,0,0,0,1,2,190619_232456,2412.0,1,0,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
2718,L,0,0,0,1,4,190328_180233,2588.0,5,1,0,Infield shift,Standard,1,1_2,fb:0_sb:0_tb:0
326,L,0,0,0,0,5,190908_185406,2174.0,1,1,4,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
2741,R,0,0,0,0,3,190328_174036,2640.0,3,1,0,Standard,Strategic,1,1_1,fb:0_sb:0_tb:0
1802,L,0,0,0,0,2,190517_232852,2631.0,1,1,0,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
2438,L,0,0,0,0,3,190414_181117,1708.0,4,2,1,Standard,Standard,1,2_1,fb:0_sb:0_tb:0
1807,R,1,0,0,2,1,190517_231150,2246.0,4,0,0,Standard,Standard,1,2_1,fb:0_sb:0_tb:1
88,R,0,0,1,1,1,190924_231109,2288.0,1,0,0,Standard,Standard,1,0_0,fb:1_sb:0_tb:0
380,L,0,0,0,1,2,190908_175638,2376.0,5,0,3,Infield shift,Standard,0,2_2,fb:0_sb:0_tb:0
460,R,0,1,0,2,2,190903_233346,2422.0,5,0,1,Standard,Standard,1,2_2,fb:0_sb:1_tb:0
1306,R,0,0,1,1,5,190609_033719,2433.0,5,0,4,Standard,Standard,0,2_2,fb:1_sb:0_tb:0
2764,R,0,0,0,1,1,190328_170903,2702.0,3,0,0,Infield shift,Standard,1,1_1,fb:0_sb:0_tb:0
318,R,0,0,0,2,5,190908_185712,2420.0,3,1,4,Infield shift,Standard,0,1_1,fb:0_sb:0_tb:0
2263,L,1,1,0,1,6,190421_000404,2532.0,2,4,3,Strategic,Strategic,0,1_0,fb:0_sb:1_tb:1
1497,R,0,1,0,2,6,190527_184647,2304.0,2,1,2,Standard,Standard,1,1_0,fb:0_sb:1_tb:0
100,L,0,0,0,0,1,190924_230610,2526.0,1,0,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
793,L,0,0,0,2,3,190706_210409,2424.0,6,0,4,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
594,R,0,0,0,1,4,190823_003812,2715.0,2,1,2,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
2428,L,0,0,0,0,4,190414_183201,2810.0,1,3,3,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1650,R,0,1,0,1,4,190523_001256,2370.0,2,0,1,Standard,Standard,0,0_1,fb:0_sb:1_tb:0
544,L,0,0,1,2,3,190828_235643,2501.0,1,0,5,Standard,Standard,1,0_0,fb:1_sb:0_tb:0
1386,R,0,1,0,1,8,190602_195607,2555.0,3,1,4,Standard,Standard,0,1_1,fb:0_sb:1_tb:0
1450,L,0,1,0,0,4,190602_182809,2451.0,1,1,2,Standard,Standard,0,0_0,fb:0_sb:1_tb:0
1873,R,0,1,0,1,4,190512_022608,2539.0,3,2,0,Standard,Standard,0,1_1,fb:0_sb:1_tb:0
1833,R,0,0,0,0,7,190512_031056,2609.0,1,2,0,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
2362,L,0,0,0,0,1,190420_222103,1443.0,5,0,0,Infield shift,Standard,0,2_2,fb:0_sb:0_tb:0
898,R,0,0,1,2,4,190630_181740,1579.0,3,0,1,Standard,Standard,0,0_2,fb:1_sb:0_tb:0
334,R,1,1,0,1,4,190908_183919,2482.0,3,1,4,Standard,Standard,0,0_2,fb:0_sb:1_tb:1
2535,R,0,1,1,0,2,190407_175455,2261.0,3,1,5,Standard,Standard,0,1_1,fb:1_sb:1_tb:0
155,R,0,0,0,2,4,190918_181731,2528.0,6,1,0,Infield shift,Standard,0,3_2,fb:0_sb:0_tb:0
2419,L,0,0,0,1,4,190414_183513,2348.0,5,3,3,Standard,Standard,1,2_2,fb:0_sb:0_tb:0
2696,L,0,0,0,2,6,190328_183013,2568.0,1,1,0,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
2561,L,0,0,0,0,1,190407_171844,2529.0,4,0,0,Infield shift,Standard,0,0_2,fb:0_sb:0_tb:0
541,L,0,0,1,2,3,190828_235816,2494.0,4,0,5,Standard,Standard,1,1_2,fb:1_sb:0_tb:0
2666,L,0,0,0,1,8,190328_190739,2547.0,6,1,0,Infield shift,Standard,1,3_2,fb:0_sb:0_tb:0
681,L,1,0,0,2,4,190725_211716,1611.0,3,0,0,Standard,Standard,1,1_1,fb:0_sb:0_tb:1
2080,R,0,0,1,1,6,190502_004528,2501.0,1,3,1,Standard,Standard,1,0_0,fb:1_sb:0_tb:0
2488,R,0,0,0,1,6,190407_192335,2438.0,1,1,9,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
1516,R,0,0,1,2,5,190527_182457,2571.0,2,1,0,Standard,Standard,1,0_1,fb:1_sb:0_tb:0
2086,R,0,0,0,2,5,190502_003058,2390.0,4,3,1,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
1633,R,0,0,1,0,5,190523_003843,2434.0,2,0,1,Standard,Standard,0,1_0,fb:1_sb:0_tb:0
1272,L,0,0,0,0,1,190614_230625,2618.0,4,0,0,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
2587,R,1,1,1,2,4,190403_005900,2320.0,5,1,0,Strategic,Standard,1,1_2,fb:1_sb:1_tb:1
313,L,0,0,0,1,6,190908_190952,2541.0,1,1,4,Infield shift,Standard,0,0_0,fb:0_sb:0_tb:0
813,L,0,0,0,1,2,190706_203421,2436.0,4,0,1,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
