,pitch_type,game_date,batter,release_speed,zone,stand,home_team,on_3b,on_2b,on_1b,outs_when_up,inning,sv_id,release_spin_rate,pitch_number,opp_score,nats_score,if_fielding_alignment,of_fielding_alignment,nats_home1_away0,balls_strikes,all_runners
2034,FF,2019-05-06,519058,95.2,12.0,L,MIL,1,0,0,2,1,190507_000152,2449.0,2,0,2,Standard,Standard,0,1_0,fb:0_sb:0_tb:1
2035,FC,2019-05-06,519058,89.5,12.0,L,MIL,1,0,0,2,1,190507_000129,2348.0,1,0,2,Standard,Standard,0,0_0,fb:0_sb:0_tb:1
2036,CH,2019-05-06,518735,83.0,13.0,L,MIL,0,1,0,1,1,190507_000042,1424.0,3,0,2,Standard,Standard,0,0_2,fb:0_sb:1_tb:0
2037,CU,2019-05-06,518735,78.8,13.0,L,MIL,0,1,0,1,1,190507_000015,,2,0,2,Standard,Standard,0,0_1,fb:0_sb:1_tb:0
2038,FF,2019-05-06,518735,94.7,12.0,L,MIL,0,1,0,1,1,190506_235952,2401.0,1,0,2,Standard,Standard,0,0_0,fb:0_sb:1_tb:0
2039,FF,2019-05-06,592885,95.9,1.0,L,MIL,0,1,0,0,1,190506_235915,2495.0,5,0,2,Standard,Standard,0,1_2,fb:0_sb:1_tb:0
2040,FF,2019-05-06,592885,95.7,3.0,L,MIL,0,1,0,0,1,190506_235849,2572.0,4,0,2,Standard,Standard,0,1_2,fb:0_sb:1_tb:0
2041,FC,2019-05-06,592885,89.8,14.0,L,MIL,0,1,0,0,1,190506_235810,2448.0,3,0,2,Standard,Standard,0,1_1,fb:0_sb:1_tb:0
2042,FF,2019-05-06,592885,94.7,7.0,L,MIL,0,1,0,0,1,190506_235747,2522.0,2,0,2,Standard,Standard,0,1_0,fb:0_sb:1_tb:0
2043,FC,2019-05-06,592885,89.6,14.0,L,MIL,0,1,0,0,1,190506_235724,2487.0,1,0,2,Standard,Standard,0,0_0,fb:0_sb:1_tb:0
2044,FF,2019-05-06,592325,94.3,9.0,L,MIL,0,0,0,0,1,190506_235633,2572.0,4,0,2,Standard,Standard,0,2_1,fb:0_sb:0_tb:0
2045,FF,2019-05-06,592325,95.2,11.0,L,MIL,0,0,0,0,1,190506_235613,2501.0,3,0,2,Standard,Standard,0,1_1,fb:0_sb:0_tb:0
2046,FC,2019-05-06,592325,90.3,14.0,L,MIL,0,0,0,0,1,190506_235557,2549.0,2,0,2,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
2047,FF,2019-05-06,592325,93.9,3.0,L,MIL,0,0,0,0,1,190506_235539,2538.0,1,0,2,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
2048,FF,2019-05-01,657557,95.0,1.0,R,WSH,1,0,1,2,7,190502_011557,2518.0,1,3,1,Standard,Standard,1,0_0,fb:1_sb:0_tb:1
2049,FF,2019-05-01,502671,96.7,1.0,R,WSH,1,0,1,1,7,190502_011502,2601.0,6,3,1,Standard,Standard,1,2_2,fb:1_sb:0_tb:1
2050,SL,2019-05-01,502671,86.7,9.0,R,WSH,1,0,1,1,7,190502_011423,2389.0,5,3,1,Standard,Standard,1,2_2,fb:1_sb:0_tb:1
2051,SL,2019-05-01,502671,87.0,14.0,R,WSH,1,0,1,1,7,190502_011348,2385.0,4,3,1,Standard,Standard,1,1_2,fb:1_sb:0_tb:1
2052,FF,2019-05-01,502671,95.0,6.0,R,WSH,1,0,1,1,7,190502_011310,2562.0,3,3,1,Standard,Standard,1,1_1,fb:1_sb:0_tb:1
2053,SL,2019-05-01,502671,86.3,13.0,R,WSH,1,0,1,1,7,190502_011241,2112.0,2,3,1,Standard,Standard,1,1_0,fb:1_sb:0_tb:1
2054,FF,2019-05-01,502671,92.9,13.0,R,WSH,1,0,1,1,7,190502_011217,2399.0,1,3,1,Standard,Standard,1,0_0,fb:1_sb:0_tb:1
2055,FF,2019-05-01,572761,94.8,6.0,L,WSH,0,1,0,1,7,190502_011127,2481.0,2,3,1,Infield shift,Standard,1,0_1,fb:0_sb:1_tb:0
2056,FF,2019-05-01,572761,93.9,1.0,L,WSH,0,1,0,1,7,190502_011030,2427.0,1,3,1,Infield shift,Standard,1,0_0,fb:0_sb:1_tb:0
2057,SL,2019-05-01,622168,85.7,14.0,R,WSH,0,1,0,0,7,190502_010940,2188.0,4,3,1,Standard,Standard,1,0_2,fb:0_sb:1_tb:0
2058,CH,2019-05-01,622168,82.6,5.0,R,WSH,0,1,0,0,7,190502_010909,1299.0,3,3,1,Standard,Standard,1,0_2,fb:0_sb:1_tb:0
2059,SL,2019-05-01,622168,87.6,14.0,R,WSH,0,1,0,0,7,190502_010836,2389.0,2,3,1,Standard,Standard,1,0_1,fb:0_sb:1_tb:0
2060,SL,2019-05-01,622168,85.0,13.0,R,WSH,0,1,0,0,7,190502_010809,2343.0,1,3,1,Standard,Standard,1,0_0,fb:0_sb:1_tb:0
2061,FF,2019-05-01,664056,96.0,5.0,R,WSH,0,0,0,0,7,190502_010721,2595.0,7,3,1,Standard,Standard,1,3_2,fb:0_sb:0_tb:0
2062,FF,2019-05-01,664056,96.3,6.0,R,WSH,0,0,0,0,7,190502_010644,2686.0,6,3,1,Standard,Standard,1,3_2,fb:0_sb:0_tb:0
2063,CH,2019-05-01,664056,86.7,14.0,R,WSH,0,0,0,0,7,190502_010620,1399.0,5,3,1,Standard,Standard,1,2_2,fb:0_sb:0_tb:0
2064,CH,2019-05-01,664056,84.9,14.0,R,WSH,0,0,0,0,7,190502_010558,1499.0,4,3,1,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
2065,SL,2019-05-01,664056,86.4,14.0,R,WSH,0,0,0,0,7,190502_010530,2436.0,3,3,1,Standard,Standard,1,1_1,fb:0_sb:0_tb:0
2066,SL,2019-05-01,664056,86.4,14.0,R,WSH,0,0,0,0,7,190502_010510,2475.0,2,3,1,Standard,Standard,1,1_0,fb:0_sb:0_tb:0
2067,SL,2019-05-01,664056,86.7,14.0,R,WSH,0,0,0,0,7,190502_010453,2363.0,1,3,1,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
2068,FC,2019-05-01,543939,90.9,1.0,L,WSH,0,1,1,2,6,190502_005300,2364.0,6,3,1,Standard,Standard,1,2_2,fb:1_sb:1_tb:0
2069,CH,2019-05-01,543939,84.4,13.0,L,WSH,0,1,1,2,6,190502_005226,1436.0,5,3,1,Standard,Standard,1,1_2,fb:1_sb:1_tb:0
2070,FF,2019-05-01,543939,95.7,8.0,L,WSH,0,1,1,2,6,190502_005154,2497.0,4,3,1,Standard,Standard,1,1_2,fb:1_sb:1_tb:0
2071,FF,2019-05-01,543939,94.3,5.0,L,WSH,0,1,1,2,6,190502_005121,2521.0,3,3,1,Standard,Standard,1,1_1,fb:1_sb:1_tb:0
2072,CU,2019-05-01,543939,76.8,13.0,L,WSH,0,1,1,2,6,190502_005051,2571.0,2,3,1,Standard,Standard,1,1_0,fb:1_sb:1_tb:0
2073,FF,2019-05-01,543939,95.4,11.0,L,WSH,0,1,1,2,6,190502_005024,2556.0,1,3,1,Standard,Standard,1,0_0,fb:1_sb:1_tb:0
2074,SL,2019-05-01,425877,86.5,14.0,R,WSH,0,1,1,1,6,190502_004852,2361.0,3,3,1,Standard,Standard,1,0_2,fb:1_sb:1_tb:0
2075,FF,2019-05-01,425877,94.5,13.0,R,WSH,0,1,1,1,6,190502_004818,2402.0,2,3,1,Standard,Standard,1,0_1,fb:1_sb:1_tb:0
2076,CH,2019-05-01,425877,82.9,8.0,R,WSH,0,1,1,1,6,190502_004742,1380.0,1,3,1,Standard,Standard,1,0_0,fb:1_sb:1_tb:0
2077,FF,2019-05-01,500874,94.5,11.0,R,WSH,0,0,1,1,6,190502_004659,2582.0,4,3,1,Standard,Standard,1,3_0,fb:1_sb:0_tb:0
2078,CH,2019-05-01,500874,84.2,14.0,R,WSH,0,0,1,1,6,190502_004625,1385.0,3,3,1,Standard,Standard,1,2_0,fb:1_sb:0_tb:0
2079,FF,2019-05-01,500874,94.2,14.0,R,WSH,0,0,1,1,6,190502_004557,2496.0,2,3,1,Standard,Standard,1,1_0,fb:1_sb:0_tb:0
2080,SL,2019-05-01,500874,85.2,14.0,R,WSH,0,0,1,1,6,190502_004528,2501.0,1,3,1,Standard,Standard,1,0_0,fb:1_sb:0_tb:0
2081,FF,2019-05-01,542303,94.0,5.0,R,WSH,0,0,0,1,6,190502_004443,2566.0,2,3,1,Standard,Standard,1,1_0,fb:0_sb:0_tb:0
2082,FF,2019-05-01,542303,93.2,14.0,R,WSH,0,0,0,1,6,190502_004424,2462.0,1,3,1,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
2083,FF,2019-05-01,657557,94.2,5.0,R,WSH,0,0,0,0,6,190502_004355,2554.0,2,3,1,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
2084,SL,2019-05-01,657557,86.4,11.0,R,WSH,0,0,0,0,6,190502_004328,2431.0,1,3,1,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
2085,CH,2019-05-01,502671,84.9,13.0,R,WSH,0,0,0,2,5,190502_003129,1476.0,5,3,1,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
2086,SL,2019-05-01,502671,87.4,8.0,R,WSH,0,0,0,2,5,190502_003058,2390.0,4,3,1,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
2087,SL,2019-05-01,502671,86.9,14.0,R,WSH,0,0,0,2,5,190502_003034,2360.0,3,3,1,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
2088,SL,2019-05-01,502671,87.0,6.0,R,WSH,0,0,0,2,5,190502_003016,2358.0,2,3,1,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
2089,CU,2019-05-01,502671,77.3,4.0,R,WSH,0,0,0,2,5,190502_003002,2577.0,1,3,1,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
2090,FF,2019-05-01,572761,96.0,13.0,L,WSH,0,0,0,1,5,190502_002930,2489.0,6,3,1,Infield shift,Standard,1,3_2,fb:0_sb:0_tb:0
2091,CH,2019-05-01,572761,85.2,13.0,L,WSH,0,0,0,1,5,190502_002905,1456.0,5,3,1,Infield shift,Standard,1,2_2,fb:0_sb:0_tb:0
2092,CH,2019-05-01,572761,84.9,11.0,L,WSH,0,0,0,1,5,190502_002834,1422.0,4,3,1,Infield shift,Standard,1,2_1,fb:0_sb:0_tb:0
2093,FF,2019-05-01,572761,94.0,14.0,L,WSH,0,0,0,1,5,190502_002813,2534.0,3,3,1,Infield shift,Standard,1,1_1,fb:0_sb:0_tb:0
2094,CU,2019-05-01,572761,78.4,11.0,L,WSH,0,0,0,1,5,190502_002754,2740.0,2,3,1,Infield shift,Standard,1,0_1,fb:0_sb:0_tb:0
2095,FF,2019-05-01,572761,95.3,8.0,L,WSH,0,0,0,1,5,190502_002733,2532.0,1,3,1,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
2096,SL,2019-05-01,571945,85.8,8.0,R,WSH,0,0,0,0,5,190502_002653,2494.0,3,3,1,Standard,Standard,1,1_1,fb:0_sb:0_tb:0
2097,SL,2019-05-01,571945,85.7,14.0,R,WSH,0,0,0,0,5,190502_002626,2485.0,2,3,1,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
2098,FF,2019-05-01,571945,93.4,6.0,R,WSH,0,0,0,0,5,190502_002613,2559.0,1,3,1,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
2099,SL,2019-05-01,664056,88.4,9.0,R,WSH,0,1,1,2,4,190502_000706,2245.0,6,3,0,Standard,Standard,1,3_2,fb:1_sb:1_tb:0
2100,CH,2019-05-01,664056,85.5,13.0,R,WSH,0,1,1,2,4,190502_000627,1353.0,5,3,0,Standard,Standard,1,2_2,fb:1_sb:1_tb:0
2101,FF,2019-05-01,664056,97.2,12.0,R,WSH,0,1,1,2,4,190502_000533,2547.0,4,3,0,Standard,Standard,1,1_2,fb:1_sb:1_tb:0
2102,FF,2019-05-01,664056,95.9,3.0,R,WSH,0,1,1,2,4,190502_000459,2580.0,3,3,0,Standard,Standard,1,1_1,fb:1_sb:1_tb:0
2103,FF,2019-05-01,664056,95.3,11.0,R,WSH,0,1,1,2,4,190502_000431,2448.0,2,3,0,Standard,Standard,1,0_1,fb:1_sb:1_tb:0
2104,SL,2019-05-01,664056,87.7,8.0,R,WSH,0,1,1,2,4,190502_000404,2239.0,1,3,0,Standard,Standard,1,0_0,fb:1_sb:1_tb:0
2105,FF,2019-05-01,543939,95.9,11.0,L,WSH,0,1,0,2,4,190502_000320,2470.0,4,3,0,Standard,Standard,1,3_0,fb:0_sb:1_tb:0
2106,FF,2019-05-01,543939,95.7,11.0,L,WSH,0,1,0,2,4,190502_000257,2307.0,3,3,0,Standard,Standard,1,2_0,fb:0_sb:1_tb:0
2107,FF,2019-05-01,543939,95.7,11.0,L,WSH,0,1,0,2,4,190502_000225,2402.0,2,3,0,Standard,Standard,1,1_0,fb:0_sb:1_tb:0
2108,CU,2019-05-01,543939,78.3,11.0,L,WSH,0,1,0,2,4,190502_000155,2587.0,1,3,0,Standard,Standard,1,0_0,fb:0_sb:1_tb:0
2109,CU,2019-05-01,425877,78.4,8.0,R,WSH,0,1,0,1,4,190502_000108,2654.0,2,3,0,Standard,Standard,1,0_1,fb:0_sb:1_tb:0
2110,FF,2019-05-01,425877,95.2,6.0,R,WSH,0,1,0,1,4,190502_000034,2553.0,1,3,0,Standard,Standard,1,0_0,fb:0_sb:1_tb:0
2111,FF,2019-05-01,500874,95.2,5.0,R,WSH,0,1,0,0,4,190501_235956,2496.0,4,3,0,Standard,Standard,1,1_2,fb:0_sb:1_tb:0
2112,SL,2019-05-01,500874,87.9,14.0,R,WSH,0,1,0,0,4,190501_235926,2273.0,3,3,0,Standard,Standard,1,1_1,fb:0_sb:1_tb:0
2113,FF,2019-05-01,500874,93.2,11.0,R,WSH,0,1,0,0,4,190501_235855,2456.0,2,3,0,Standard,Standard,1,0_1,fb:0_sb:1_tb:0
2114,SL,2019-05-01,500874,87.1,6.0,R,WSH,0,1,0,0,4,190501_235831,2326.0,1,3,0,Standard,Standard,1,0_0,fb:0_sb:1_tb:0
2115,SL,2019-05-01,542303,86.9,5.0,R,WSH,0,0,0,0,4,190501_235742,2280.0,3,3,0,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
2116,CH,2019-05-01,542303,85.2,13.0,R,WSH,0,0,0,0,4,190501_235713,1382.0,2,3,0,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
2117,FF,2019-05-01,542303,95.3,6.0,R,WSH,0,0,0,0,4,190501_235657,2537.0,1,3,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
2118,FF,2019-05-01,657557,95.8,11.0,R,WSH,0,0,0,2,3,190501_234744,2515.0,5,3,0,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
2119,FF,2019-05-01,657557,96.6,3.0,R,WSH,0,0,0,2,3,190501_234724,2534.0,4,3,0,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
2120,SL,2019-05-01,657557,86.9,14.0,R,WSH,0,0,0,2,3,190501_234653,2246.0,3,3,0,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
2121,SL,2019-05-01,657557,86.4,2.0,R,WSH,0,0,0,2,3,190501_234632,2261.0,2,3,0,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
2122,FF,2019-05-01,657557,95.6,11.0,R,WSH,0,0,0,2,3,190501_234614,2607.0,1,3,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
2123,SL,2019-05-01,502671,86.9,8.0,R,WSH,0,0,0,1,3,190501_234544,2284.0,1,3,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
2124,FC,2019-05-01,572761,90.7,13.0,L,WSH,0,0,0,0,3,190501_234501,2435.0,6,3,0,Infield shift,Standard,1,2_2,fb:0_sb:0_tb:0
2125,FF,2019-05-01,572761,96.1,3.0,L,WSH,0,0,0,0,3,190501_234435,2571.0,5,3,0,Infield shift,Standard,1,2_2,fb:0_sb:0_tb:0
2126,FF,2019-05-01,572761,95.2,5.0,L,WSH,0,0,0,0,3,190501_234404,2691.0,4,3,0,Infield shift,Standard,1,2_1,fb:0_sb:0_tb:0
2127,CU,2019-05-01,572761,79.6,11.0,L,WSH,0,0,0,0,3,190501_234344,2802.0,3,3,0,Infield shift,Standard,1,1_1,fb:0_sb:0_tb:0
2128,CH,2019-05-01,572761,83.8,11.0,L,WSH,0,0,0,0,3,190501_234325,1377.0,2,3,0,Infield shift,Standard,1,1_0,fb:0_sb:0_tb:0
2129,FC,2019-05-01,572761,90.2,11.0,L,WSH,0,0,0,0,3,190501_234307,2532.0,1,3,0,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
2130,FF,2019-05-01,571945,95.7,5.0,R,WSH,0,0,0,2,2,190501_233343,2446.0,2,3,0,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
2131,FF,2019-05-01,571945,94.4,8.0,R,WSH,0,0,0,2,2,190501_233326,2422.0,1,3,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
2132,FF,2019-05-01,664056,95.4,8.0,R,WSH,0,0,0,1,2,190501_233253,2483.0,5,3,0,Standard,Standard,1,3_1,fb:0_sb:0_tb:0
2133,SL,2019-05-01,664056,87.8,14.0,R,WSH,0,0,0,1,2,190501_233226,2339.0,4,3,0,Standard,Standard,1,2_1,fb:0_sb:0_tb:0
2134,SL,2019-05-01,664056,86.4,5.0,R,WSH,0,0,0,1,2,190501_233208,2464.0,3,3,0,Standard,Standard,1,2_0,fb:0_sb:0_tb:0
2135,CH,2019-05-01,664056,84.8,13.0,R,WSH,0,0,0,1,2,190501_233152,1589.0,2,3,0,Standard,Standard,1,1_0,fb:0_sb:0_tb:0
2136,FF,2019-05-01,664056,94.9,12.0,R,WSH,0,0,0,1,2,190501_233138,2590.0,1,3,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
2137,FF,2019-05-01,543939,93.1,2.0,L,WSH,0,0,0,0,2,190501_233114,2487.0,1,3,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
2138,CH,2019-05-01,425877,83.6,14.0,R,WSH,0,0,1,1,1,190501_231610,1455.0,2,3,0,Standard,Standard,1,0_1,fb:1_sb:0_tb:0
2139,FF,2019-05-01,425877,94.5,5.0,R,WSH,0,0,1,1,1,190501_231533,2304.0,1,3,0,Standard,Standard,1,0_0,fb:1_sb:0_tb:0
2140,CH,2019-05-01,500874,84.1,13.0,R,WSH,1,1,0,1,1,190501_231439,1353.0,2,1,0,Strategic,Standard,1,0_1,fb:0_sb:1_tb:1
2141,FF,2019-05-01,500874,94.9,13.0,R,WSH,1,1,0,1,1,190501_231413,2349.0,1,1,0,Strategic,Standard,1,0_0,fb:0_sb:1_tb:1
2142,FF,2019-05-01,542303,96.8,2.0,R,WSH,0,1,1,1,1,190501_231257,2512.0,5,0,0,Standard,Standard,1,1_2,fb:1_sb:1_tb:0
2143,FF,2019-05-01,542303,97.0,5.0,R,WSH,0,1,1,1,1,190501_231223,2602.0,4,0,0,Standard,Standard,1,1_2,fb:1_sb:1_tb:0
2144,SL,2019-05-01,542303,87.1,14.0,R,WSH,0,1,1,1,1,190501_231148,2363.0,3,0,0,Standard,Standard,1,1_1,fb:1_sb:1_tb:0
2145,SL,2019-05-01,542303,87.4,14.0,R,WSH,0,1,1,1,1,190501_231126,2387.0,2,0,0,Standard,Standard,1,0_1,fb:1_sb:1_tb:0
2146,FF,2019-05-01,542303,95.4,3.0,R,WSH,0,1,1,1,1,190501_231043,2446.0,1,0,0,Standard,Standard,1,0_0,fb:1_sb:1_tb:0
2147,FF,2019-05-01,657557,95.0,7.0,R,WSH,0,0,1,1,1,190501_231002,2492.0,3,0,0,Standard,Standard,1,2_0,fb:1_sb:0_tb:0
2148,FF,2019-05-01,657557,95.3,14.0,R,WSH,0,0,1,1,1,190501_230925,2629.0,2,0,0,Standard,Standard,1,1_0,fb:1_sb:0_tb:0
2149,FF,2019-05-01,657557,93.7,13.0,R,WSH,0,0,1,1,1,190501_230900,2486.0,1,0,0,Standard,Standard,1,0_0,fb:1_sb:0_tb:0
2150,FF,2019-05-01,502671,95.3,4.0,R,WSH,0,0,0,1,1,190501_230827,2592.0,2,0,0,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
2151,SL,2019-05-01,502671,87.2,5.0,R,WSH,0,0,0,1,1,190501_230802,2416.0,1,0,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
2152,FF,2019-05-01,572761,94.8,11.0,L,WSH,0,0,0,0,1,190501_230730,2668.0,6,0,0,Infield shift,Standard,1,3_2,fb:0_sb:0_tb:0
2153,CH,2019-05-01,572761,85.7,11.0,L,WSH,0,0,0,0,1,190501_230701,1518.0,5,0,0,Infield shift,Standard,1,2_2,fb:0_sb:0_tb:0
2154,FF,2019-05-01,572761,95.9,11.0,L,WSH,0,0,0,0,1,190501_230639,2590.0,4,0,0,Infield shift,Standard,1,1_2,fb:0_sb:0_tb:0
2155,FF,2019-05-01,572761,96.5,13.0,L,WSH,0,0,0,0,1,190501_230618,2619.0,3,0,0,Infield shift,Standard,1,0_2,fb:0_sb:0_tb:0
2156,FF,2019-05-01,572761,95.4,5.0,L,WSH,0,0,0,0,1,190501_230557,2617.0,2,0,0,Infield shift,Standard,1,0_1,fb:0_sb:0_tb:0
2157,FF,2019-05-01,572761,94.5,4.0,L,WSH,0,0,0,0,1,190501_230538,2627.0,1,0,0,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
2158,FF,2019-04-26,435079,93.8,6.0,R,WSH,1,0,1,1,7,190427_005158,2401.0,8,2,2,Strategic,Standard,1,3_2,fb:1_sb:0_tb:1
2159,FF,2019-04-26,435079,94.2,4.0,R,WSH,1,0,1,1,7,190427_005120,2298.0,7,2,2,Strategic,Standard,1,3_2,fb:1_sb:0_tb:1
2160,FF,2019-04-26,435079,93.7,5.0,R,WSH,1,0,1,1,7,190427_005038,2387.0,6,2,2,Strategic,Standard,1,3_2,fb:1_sb:0_tb:1
2161,SL,2019-04-26,435079,85.4,14.0,R,WSH,1,0,1,1,7,190427_005005,2299.0,5,2,2,Standard,Standard,1,3_1,fb:1_sb:0_tb:1
2162,FF,2019-04-26,435079,94.7,2.0,R,WSH,1,0,1,1,7,190427_004936,2482.0,4,2,2,Standard,Standard,1,3_0,fb:1_sb:0_tb:1
2163,SL,2019-04-26,435079,85.4,14.0,R,WSH,1,0,1,1,7,190427_004911,2302.0,3,2,2,Standard,Standard,1,2_0,fb:1_sb:0_tb:1
2164,CH,2019-04-26,435079,82.9,14.0,R,WSH,1,0,1,1,7,190427_004843,1356.0,2,2,2,Standard,Standard,1,1_0,fb:1_sb:0_tb:1
2165,FF,2019-04-26,435079,94.2,3.0,R,WSH,1,0,1,1,7,190427_004821,2532.0,1,2,2,Standard,Standard,1,0_0,fb:1_sb:0_tb:1
2166,FF,2019-04-26,543333,93.4,4.0,L,WSH,0,0,1,1,7,190427_004725,2434.0,6,2,2,Infield shift,Standard,1,3_2,fb:1_sb:0_tb:0
2167,FC,2019-04-26,543333,89.1,14.0,L,WSH,0,0,1,1,7,190427_004642,2292.0,5,2,2,Standard,Standard,1,3_1,fb:1_sb:0_tb:0
2168,CH,2019-04-26,543333,84.2,14.0,L,WSH,0,0,1,1,7,190427_004611,1711.0,4,2,2,Standard,Standard,1,2_1,fb:1_sb:0_tb:0
2169,FF,2019-04-26,543333,93.8,8.0,L,WSH,0,0,1,1,7,190427_004539,2465.0,3,2,2,Standard,Standard,1,2_0,fb:1_sb:0_tb:0
2170,FF,2019-04-26,543333,93.0,12.0,L,WSH,0,0,1,1,7,190427_004502,2491.0,2,2,2,Standard,Standard,1,1_0,fb:1_sb:0_tb:0
2171,FC,2019-04-26,543333,88.8,14.0,L,WSH,0,0,1,1,7,190427_004431,2336.0,1,2,2,Standard,Standard,1,0_0,fb:1_sb:0_tb:0
2172,CH,2019-04-26,614177,83.0,8.0,R,WSH,0,0,1,0,7,190427_004342,1465.0,3,2,2,Standard,Standard,1,0_2,fb:1_sb:0_tb:0
2173,FF,2019-04-26,614177,91.1,13.0,R,WSH,0,0,1,0,7,190427_004306,2432.0,2,2,2,Standard,Standard,1,0_1,fb:1_sb:0_tb:0
2174,SL,2019-04-26,614177,84.0,6.0,R,WSH,0,0,1,0,7,190427_004242,2273.0,1,2,2,Standard,Standard,1,0_0,fb:1_sb:0_tb:0
2175,SL,2019-04-26,592518,85.8,14.0,R,WSH,0,1,0,0,7,190427_004147,2415.0,5,1,2,Standard,Standard,1,3_1,fb:0_sb:1_tb:0
2176,SL,2019-04-26,592518,83.7,14.0,R,WSH,0,1,0,0,7,190427_004122,2478.0,4,1,2,Standard,Standard,1,2_1,fb:0_sb:1_tb:0
2177,FF,2019-04-26,592518,94.3,9.0,R,WSH,0,1,0,0,7,190427_004052,2556.0,3,1,2,Standard,Standard,1,1_1,fb:0_sb:1_tb:0
2178,SL,2019-04-26,592518,84.9,14.0,R,WSH,0,1,0,0,7,190427_004022,2484.0,2,1,2,Standard,Standard,1,1_0,fb:0_sb:1_tb:0
2179,FF,2019-04-26,592518,92.3,13.0,R,WSH,0,1,0,0,7,190427_003959,2421.0,1,1,2,Standard,Standard,1,0_0,fb:0_sb:1_tb:0
2180,CH,2019-04-26,571976,84.5,8.0,R,WSH,0,0,0,0,7,190427_003913,1512.0,4,1,2,Standard,Standard,1,2_1,fb:0_sb:0_tb:0
2181,FF,2019-04-26,571976,92.7,12.0,R,WSH,0,0,0,0,7,190427_003848,2528.0,3,1,2,Standard,Standard,1,1_1,fb:0_sb:0_tb:0
2182,SL,2019-04-26,571976,84.3,14.0,R,WSH,0,0,0,0,7,190427_003832,2442.0,2,1,2,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
2183,SL,2019-04-26,571976,85.0,14.0,R,WSH,0,0,0,0,7,190427_003807,2590.0,1,1,2,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
2184,SL,2019-04-26,665487,86.3,14.0,R,WSH,0,0,0,2,6,190427_002937,2369.0,4,1,2,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
2185,CH,2019-04-26,665487,85.1,14.0,R,WSH,0,0,0,2,6,190427_002914,1513.0,3,1,2,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
2186,CH,2019-04-26,665487,83.9,13.0,R,WSH,0,0,0,2,6,190427_002855,1404.0,2,1,2,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
2187,FF,2019-04-26,665487,94.2,6.0,R,WSH,0,0,0,2,6,190427_002838,2557.0,1,1,2,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
2188,SL,2019-04-26,621381,84.7,6.0,R,WSH,0,0,0,1,6,190427_002806,2208.0,4,1,2,Standard,Strategic,1,1_2,fb:0_sb:0_tb:0
2189,SL,2019-04-26,621381,84.1,14.0,R,WSH,0,0,0,1,6,190427_002742,2454.0,3,1,2,Standard,Strategic,1,0_2,fb:0_sb:0_tb:0
2190,FF,2019-04-26,621381,94.1,8.0,R,WSH,0,0,0,1,6,190427_002727,2451.0,2,1,2,Standard,Strategic,1,0_1,fb:0_sb:0_tb:0
2191,SL,2019-04-26,621381,82.9,9.0,R,WSH,0,0,0,1,6,190427_002714,2308.0,1,1,2,Standard,Strategic,1,0_0,fb:0_sb:0_tb:0
2192,SL,2019-04-26,622534,85.9,9.0,R,WSH,0,0,0,0,6,190427_002629,2539.0,3,1,2,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
2193,CH,2019-04-26,622534,82.8,14.0,R,WSH,0,0,0,0,6,190427_002610,1467.0,2,1,2,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
