Pitch,MPH,EV (MPH),Pitcher,Batter,Dist,Spin Rate,LA (°),Zone,Date,Count,Inning,Pitch Result,PA Result
SL,87.6,,Max Scherzer,Josh Bell,,2321,,13,2019-04-14,1-2,Top 6,ball,
CH,82.6,62.7,Max Scherzer,Josh Bell,162,1478,37.2,7,2019-04-14,1-1,Top 6,foul,
CH,83.5,,Max Scherzer,Josh Bell,,1653,,13,2019-04-14,0-1,Top 6,ball,
CU,74.5,,Max Scherzer,Josh Bell,,2659,,8,2019-04-14,0-0,Top 6,swinging_strike,
CH,82.4,,Max Scherzer,Francisco Cervelli,,1498,,14,2019-04-14,1-2,Top 6,swinging_strike,Francisco Cervelli strikes out swinging.
CH,82.8,,Max Scherzer,Francisco Cervelli,,1410,,13,2019-04-14,0-2,Top 6,ball,
FF,92.7,,Max Scherzer,Francisco Cervelli,,2472,,8,2019-04-14,0-1,Top 6,called_strike,
CU,75.3,,Max Scherzer,Francisco Cervelli,,2737,,9,2019-04-14,0-0,Top 6,called_strike,
SL,86.0,98.6,Max Scherzer,Starling Marte,22,2218,-4.2,6,2019-04-14,2-2,Top 5,hit_into_play,"Starling Marte grounds into a double play, third baseman Anthony Rendon to second baseman Howie Kendrick to first baseman Ryan Zimmerman. Adam Frazier out at 2nd. Starling Marte out at 1st."
SL,84.4,67.9,Max Scherzer,Starling Marte,2,,-33.6,14,2019-04-14,2-1,Top 5,foul,
FF,93.2,,Max Scherzer,Starling Marte,,2495,,14,2019-04-14,1-1,Top 5,ball,
FF,92.7,,Max Scherzer,Starling Marte,,2389,,12,2019-04-14,0-1,Top 5,ball,
SL,84.2,,Max Scherzer,Starling Marte,,2257,,9,2019-04-14,0-0,Top 5,swinging_strike,
CH,81.0,66.1,Max Scherzer,Adam Frazier,5,1359,-24.2,13,2019-04-14,0-2,Top 5,hit_into_play,"Adam Frazier grounds into a force out, first baseman Ryan Zimmerman to shortstop Wilmer Difo. Jameson Taillon out at 2nd. Adam Frazier to 1st."
FF,92.5,,Max Scherzer,Adam Frazier,,2317,,13,2019-04-14,0-1,Top 5,called_strike,
CU,75.7,,Max Scherzer,Adam Frazier,,2723,,1,2019-04-14,0-0,Top 5,called_strike,
SL,82.5,99.4,Max Scherzer,Jameson Taillon,363,,17.4,4,2019-04-14,0-1,Top 5,hit_into_play_no_out,Jameson Taillon singles on a line drive to center fielder Michael A. Taylor.
FF,93.0,,Max Scherzer,Jameson Taillon,,2383,,4,2019-04-14,0-0,Top 5,called_strike,
SL,84.1,,Max Scherzer,Erik Gonzalez,,2421,,14,2019-04-14,1-2,Top 4,swinging_strike,Erik Gonzalez strikes out swinging.
FF,93.4,,Max Scherzer,Erik Gonzalez,,2482,,8,2019-04-14,1-1,Top 4,called_strike,
SL,84.1,,Max Scherzer,Erik Gonzalez,,2324,,4,2019-04-14,1-0,Top 4,called_strike,
FF,94.7,,Max Scherzer,Erik Gonzalez,,2505,,14,2019-04-14,0-0,Top 4,ball,
FF,94.1,,Max Scherzer,Jason Martin,,2406,,1,2019-04-14,3-2,Top 4,swinging_strike,Jason Martin strikes out swinging.
FF,95.3,,Max Scherzer,Jason Martin,,2429,,11,2019-04-14,2-2,Top 4,ball,
FC,89.3,,Max Scherzer,Jason Martin,,2348,,9,2019-04-14,2-2,Top 4,foul,
CH,83.9,,Max Scherzer,Jason Martin,,1481,,14,2019-04-14,1-2,Top 4,ball,
FF,94.4,,Max Scherzer,Jason Martin,,2456,,3,2019-04-14,0-2,Top 4,ball,
FF,95.0,,Max Scherzer,Jason Martin,,2428,,5,2019-04-14,0-1,Top 4,swinging_strike,
CH,83.2,,Max Scherzer,Jason Martin,,1427,,7,2019-04-14,0-0,Top 4,foul,
FC,88.4,82.3,Max Scherzer,Melky Cabrera,195,2509,57.5,5,2019-04-14,2-2,Top 4,hit_into_play,Melky Cabrera flies out to left fielder Juan Soto.
FF,94.2,88.1,Max Scherzer,Melky Cabrera,287,2509,25.4,4,2019-04-14,2-1,Top 4,foul,
FF,94.1,,Max Scherzer,Melky Cabrera,,2465,,13,2019-04-14,1-1,Top 4,ball,
CU,78.2,,Max Scherzer,Melky Cabrera,,2833,,14,2019-04-14,1-0,Top 4,swinging_strike,
CU,76.7,,Max Scherzer,Melky Cabrera,,2810,,11,2019-04-14,0-0,Top 4,ball,
FF,94.3,91.5,Max Scherzer,Colin Moran,127,2429,9.2,4,2019-04-14,0-0,Top 3,hit_into_play,"Colin Moran singles on a ground ball to center fielder Michael A. Taylor. Josh Bell out at home on the throw, center fielder Michael A. Taylor to catcher Yan Gomes."
FC,88.3,96.8,Max Scherzer,Josh Bell,271,2255,17.5,6,2019-04-14,0-0,Top 3,hit_into_play_score,Josh Bell doubles (5) on a line drive to right fielder Adam Eaton. Adam Frazier scores.
CH,83.1,57.1,Max Scherzer,Francisco Cervelli,2,1506,-52.4,9,2019-04-14,1-1,Top 3,hit_into_play,"Francisco Cervelli grounds out softly, pitcher Max Scherzer to first baseman Ryan Zimmerman. Adam Frazier to 2nd."
FF,93.2,,Max Scherzer,Francisco Cervelli,,2575,,13,2019-04-14,0-1,Top 3,ball,
SL,84.4,,Max Scherzer,Francisco Cervelli,,2429,,14,2019-04-14,0-0,Top 3,swinging_strike,
FF,96.2,,Max Scherzer,Starling Marte,,2646,,8,2019-04-14,0-2,Top 3,swinging_strike,Starling Marte strikes out swinging.
CH,82.7,,Max Scherzer,Starling Marte,,1584,,14,2019-04-14,0-1,Top 3,swinging_strike,
FF,94.5,,Max Scherzer,Starling Marte,,2626,,14,2019-04-14,0-0,Top 3,called_strike,
FF,94.4,,Max Scherzer,Adam Frazier,,2521,,14,2019-04-14,3-1,Top 3,ball,Adam Frazier walks.
CH,85.2,,Max Scherzer,Adam Frazier,,1708,,14,2019-04-14,2-1,Top 3,ball,
CH,83.9,,Max Scherzer,Adam Frazier,,1581,,1,2019-04-14,2-0,Top 3,called_strike,
FF,95.0,,Max Scherzer,Adam Frazier,,2520,,14,2019-04-14,1-0,Top 3,ball,
CH,82.6,,Max Scherzer,Adam Frazier,,1605,,11,2019-04-14,0-0,Top 3,ball,
SL,84.3,81.0,Max Scherzer,Jameson Taillon,242,2252,44.0,4,2019-04-14,1-1,Top 2,hit_into_play,Jameson Taillon flies out to right fielder Adam Eaton.
FF,93.8,,Max Scherzer,Jameson Taillon,,2535,,6,2019-04-14,1-0,Top 2,called_strike,
FF,92.2,,Max Scherzer,Jameson Taillon,,2422,,14,2019-04-14,0-0,Top 2,ball,
SL,84.6,71.8,Max Scherzer,Erik Gonzalez,2,2309,-49.4,5,2019-04-14,0-0,Top 2,hit_into_play,"Erik Gonzalez grounds out, third baseman Anthony Rendon to first baseman Ryan Zimmerman."
CH,83.1,94.3,Max Scherzer,Jason Martin,4,1556,-20.8,13,2019-04-14,0-2,Top 2,hit_into_play,"Jason Martin grounds out, shortstop Wilmer Difo to first baseman Ryan Zimmerman."
FF,94.9,,Max Scherzer,Jason Martin,,2480,,4,2019-04-14,0-1,Top 2,called_strike,
FF,92.9,,Max Scherzer,Jason Martin,,2402,,7,2019-04-14,0-0,Top 2,called_strike,
FF,93.9,85.4,Max Scherzer,Melky Cabrera,255,2481,47.8,3,2019-04-14,0-0,Top 1,hit_into_play,Melky Cabrera flies out to left fielder Juan Soto.
CH,83.0,97.0,Max Scherzer,Colin Moran,22,1406,-2.8,14,2019-04-14,1-1,Top 1,hit_into_play_score,Colin Moran singles on a ground ball to right fielder Adam Eaton. Josh Bell scores.
FF,95.4,,Max Scherzer,Colin Moran,,2418,,7,2019-04-14,0-1,Top 1,ball,
FC,89.0,,Max Scherzer,Colin Moran,,2535,,2,2019-04-14,0-0,Top 1,called_strike,
FF,94.6,106.8,Max Scherzer,Josh Bell,385,2560,18.5,2,2019-04-14,2-2,Top 1,hit_into_play_score,Josh Bell doubles (4) on a sharp line drive to right fielder Adam Eaton. Adam Frazier scores.
FC,89.5,,Max Scherzer,Josh Bell,,2604,,14,2019-04-14,1-2,Top 1,ball,
CH,81.0,,Max Scherzer,Josh Bell,,1322,,13,2019-04-14,0-2,Top 1,ball,
FF,95.2,,Max Scherzer,Josh Bell,,2390,,2,2019-04-14,0-1,Top 1,swinging_strike,
FF,94.2,,Max Scherzer,Josh Bell,,2529,,12,2019-04-14,0-0,Top 1,swinging_strike,
CU,76.8,78.5,Max Scherzer,Francisco Cervelli,8,2751,-15.5,8,2019-04-14,0-1,Top 1,hit_into_play,"Francisco Cervelli grounds out, third baseman Anthony Rendon to first baseman Ryan Zimmerman. Adam Frazier to 2nd."
FF,93.2,,Max Scherzer,Francisco Cervelli,,2490,,6,2019-04-14,0-0,Top 1,foul,
SL,84.8,,Max Scherzer,Starling Marte,,2393,,14,2019-04-14,0-2,Top 1,swinging_strike,Starling Marte strikes out swinging.
FF,93.8,,Max Scherzer,Starling Marte,,2467,,9,2019-04-14,0-1,Top 1,foul,
SL,84.1,,Max Scherzer,Starling Marte,,2327,,2,2019-04-14,0-0,Top 1,called_strike,
FC,89.2,91.6,Max Scherzer,Adam Frazier,75,2419,4.1,5,2019-04-14,0-1,Top 1,hit_into_play_no_out,Adam Frazier singles on a ground ball to right fielder Adam Eaton.
FF,93.6,,Max Scherzer,Adam Frazier,,2449,,13,2019-04-14,0-0,Top 1,foul,
FF,93.3,109.9,Max Scherzer,Brandon Nimmo,267,2531,13.7,8,2019-04-07,2-0,Bot 7,hit_into_play_score,Brandon Nimmo doubles (1) on a sharp line drive to right fielder Adam Eaton. Luis Guillorme scores. Amed Rosario to 3rd.
FF,93.0,,Max Scherzer,Brandon Nimmo,,2502,,1,2019-04-07,1-0,Bot 7,ball,
FF,94.0,,Max Scherzer,Brandon Nimmo,,2606,,14,2019-04-07,0-0,Bot 7,ball,
FF,95.3,,Max Scherzer,Keon Broxton,,2654,,14,2019-04-07,3-2,Bot 7,called_strike,Keon Broxton called out on strikes.
SL,83.7,,Max Scherzer,Keon Broxton,,2360,,7,2019-04-07,3-2,Bot 7,foul,
FF,94.4,,Max Scherzer,Keon Broxton,,2546,,14,2019-04-07,2-2,Bot 7,ball,
FF,94.8,,Max Scherzer,Keon Broxton,,2495,,12,2019-04-07,2-1,Bot 7,swinging_strike,
FF,95.1,,Max Scherzer,Keon Broxton,,2538,,12,2019-04-07,2-0,Bot 7,called_strike,
FF,93.2,,Max Scherzer,Keon Broxton,,2553,,12,2019-04-07,1-0,Bot 7,ball,
SL,84.9,,Max Scherzer,Keon Broxton,,2472,,14,2019-04-07,0-0,Bot 7,blocked_ball,
FF,92.8,88.9,Max Scherzer,Amed Rosario,107,2526,5.8,14,2019-04-07,1-0,Bot 7,hit_into_play_no_out,Amed Rosario singles on a ground ball to right fielder Adam Eaton. Luis Guillorme to 2nd.
FF,93.0,,Max Scherzer,Amed Rosario,,2501,,14,2019-04-07,0-0,Bot 7,ball,
SL,87.8,92.4,Max Scherzer,Luis Guillorme,262,2487,17.9,9,2019-04-07,0-2,Bot 7,hit_into_play_no_out,Luis Guillorme singles on a line drive to right fielder Adam Eaton.
FF,92.9,,Max Scherzer,Luis Guillorme,,2466,,3,2019-04-07,0-1,Bot 7,swinging_strike,
FF,92.0,,Max Scherzer,Luis Guillorme,,2436,,1,2019-04-07,0-0,Bot 7,called_strike,
FF,94.6,103.4,Max Scherzer,Wilson Ramos,300,2585,13.7,6,2019-04-07,1-2,Bot 6,hit_into_play,Wilson Ramos lines out sharply to right fielder Adam Eaton.
SL,83.6,,Max Scherzer,Wilson Ramos,,2415,,14,2019-04-07,1-1,Bot 6,swinging_strike_blocked,
SL,84.7,,Max Scherzer,Wilson Ramos,,2501,,14,2019-04-07,0-1,Bot 6,blocked_ball,
FF,93.3,,Max Scherzer,Wilson Ramos,,2535,,12,2019-04-07,0-0,Bot 6,foul,
FF,93.0,,Max Scherzer,Michael Conforto,,2611,,12,2019-04-07,0-0,Bot 6,hit_by_pitch,Michael Conforto hit by pitch.
FC,88.3,91.5,Max Scherzer,Robinson Cano,327,2638,36.7,6,2019-04-07,0-1,Bot 6,hit_into_play,Robinson Cano flies out to center fielder Victor Robles. Pete Alonso to 3rd.
FF,93.1,,Max Scherzer,Robinson Cano,,2603,,6,2019-04-07,0-0,Bot 6,called_strike,
CH,83.6,111.7,Max Scherzer,Pete Alonso,146,1446,7.4,8,2019-04-07,0-1,Bot 6,hit_into_play_no_out,Pete Alonso doubles (6) on a sharp line drive to left fielder Juan Soto.
FF,93.4,,Max Scherzer,Pete Alonso,,2438,,14,2019-04-07,0-0,Bot 6,called_strike,
FF,91.7,101.4,Max Scherzer,Jeff McNeil,67,2456,1.9,1,2019-04-07,0-0,Bot 6,hit_into_play,"Jeff McNeil grounds out, second baseman Howie Kendrick to first baseman Ryan Zimmerman."
SL,87.9,98.0,Max Scherzer,Brandon Nimmo,210,2489,58.5,5,2019-04-07,2-1,Bot 5,hit_into_play,Brandon Nimmo flies out to center fielder Victor Robles.
FF,95.3,,Max Scherzer,Brandon Nimmo,,2585,,14,2019-04-07,1-1,Bot 5,ball,
FF,94.1,,Max Scherzer,Brandon Nimmo,,2538,,12,2019-04-07,1-0,Bot 5,swinging_strike,
FF,92.8,,Max Scherzer,Brandon Nimmo,,2494,,14,2019-04-07,0-0,Bot 5,ball,
SL,84.7,104.9,Max Scherzer,Keon Broxton,22,2433,-4.4,5,2019-04-07,0-1,Bot 5,hit_into_play,"Keon Broxton grounds out sharply, pitcher Max Scherzer to first baseman Ryan Zimmerman."
FF,94.4,,Max Scherzer,Keon Broxton,,2527,,6,2019-04-07,0-0,Bot 5,called_strike,
SL,83.9,,Max Scherzer,Amed Rosario,,2434,,14,2019-04-07,2-2,Bot 5,swinging_strike,Amed Rosario strikes out swinging.
CH,83.2,,Max Scherzer,Amed Rosario,,1764,,13,2019-04-07,1-2,Bot 5,ball,
CH,81.4,,Max Scherzer,Amed Rosario,,1390,,14,2019-04-07,1-1,Bot 5,swinging_strike,
SL,83.2,,Max Scherzer,Amed Rosario,,2523,,9,2019-04-07,0-1,Bot 5,ball,
FF,92.3,,Max Scherzer,Amed Rosario,,2492,,2,2019-04-07,0-0,Bot 5,called_strike,
FF,96.6,94.7,Max Scherzer,J.D. Davis,292,2614,45.5,3,2019-04-07,1-2,Bot 4,hit_into_play,J.D. Davis flies out to right fielder Adam Eaton.
FF,94.4,,Max Scherzer,J.D. Davis,,2565,,6,2019-04-07,1-1,Bot 4,swinging_strike,
SL,86.7,,Max Scherzer,J.D. Davis,,2341,,9,2019-04-07,1-0,Bot 4,foul,
SL,84.4,,Max Scherzer,J.D. Davis,,2300,,14,2019-04-07,0-0,Bot 4,ball,
FC,90.1,103.3,Max Scherzer,Wilson Ramos,158,2643,8.0,3,2019-04-07,0-2,Bot 4,hit_into_play,Wilson Ramos lines out to second baseman Howie Kendrick.
FF,96.5,,Max Scherzer,Wilson Ramos,,2597,,5,2019-04-07,0-1,Bot 4,called_strike,
FF,95.8,,Max Scherzer,Wilson Ramos,,2573,,6,2019-04-07,0-0,Bot 4,called_strike,
CH,86.2,,Max Scherzer,Michael Conforto,,1761,,13,2019-04-07,2-2,Bot 4,swinging_strike,Michael Conforto strikes out swinging.
FF,95.3,65.4,Max Scherzer,Michael Conforto,171,2557,57.9,9,2019-04-07,2-2,Bot 4,foul,
FF,95.0,,Max Scherzer,Michael Conforto,,2676,,12,2019-04-07,1-2,Bot 4,ball,
CH,85.1,,Max Scherzer,Michael Conforto,,1802,,13,2019-04-07,0-2,Bot 4,ball,
FC,88.9,,Max Scherzer,Michael Conforto,,2528,,9,2019-04-07,0-2,Bot 4,foul,
CU,78.6,,Max Scherzer,Michael Conforto,,2783,,5,2019-04-07,0-1,Bot 4,called_strike,
CU,76.8,,Max Scherzer,Michael Conforto,,2586,,11,2019-04-07,0-0,Bot 4,called_strike,
FF,95.3,,Max Scherzer,Robinson Cano,,2583,,7,2019-04-07,0-2,Bot 3,swinging_strike,Robinson Cano strikes out swinging.
FF,94.0,77.0,Max Scherzer,Robinson Cano,140,2441,77.8,14,2019-04-07,0-1,Bot 3,foul,
SL,87.8,,Max Scherzer,Robinson Cano,,2412,,9,2019-04-07,0-0,Bot 3,called_strike,
FF,94.9,,Max Scherzer,Pete Alonso,,2438,,12,2019-04-07,1-2,Bot 3,swinging_strike,Pete Alonso strikes out swinging.
FF,94.6,,Max Scherzer,Pete Alonso,,2489,,14,2019-04-07,1-1,Bot 3,swinging_strike,
FF,94.5,,Max Scherzer,Pete Alonso,,2447,,9,2019-04-07,0-1,Bot 3,ball,
SL,83.7,,Max Scherzer,Pete Alonso,,2303,,4,2019-04-07,0-0,Bot 3,called_strike,
FF,95.7,72.7,Max Scherzer,Jeff McNeil,209,2564,24.7,5,2019-04-07,2-2,Bot 3,hit_into_play_no_out,Jeff McNeil singles on a line drive to left fielder Juan Soto.
CH,86.0,,Max Scherzer,Jeff McNeil,,1815,,14,2019-04-07,1-2,Bot 3,ball,
FC,89.0,93.7,Max Scherzer,Jeff McNeil,76,2463,2.8,9,2019-04-07,1-2,Bot 3,foul,
CH,84.5,,Max Scherzer,Jeff McNeil,,1697,,13,2019-04-07,1-1,Bot 3,swinging_strike,
CU,79.7,49.4,Max Scherzer,Jeff McNeil,4,2822,-31.2,11,2019-04-07,1-0,Bot 3,foul,
FF,93.5,,Max Scherzer,Jeff McNeil,,2479,,14,2019-04-07,0-0,Bot 3,ball,
FF,93.6,78.2,Max Scherzer,Zack Wheeler,253,2451,35.2,5,2019-04-07,1-0,Bot 3,hit_into_play,Zack Wheeler flies out to left fielder Juan Soto.
FF,91.9,,Max Scherzer,Zack Wheeler,,2344,,14,2019-04-07,0-0,Bot 3,ball,
FF,95.8,,Max Scherzer,Keon Broxton,,2610,,11,2019-04-07,1-2,Bot 2,swinging_strike,"Keon Broxton strikes out swinging, catcher Kurt Suzuki to third baseman Anthony Rendon to shortstop Wilmer Difo. Wilson Ramos to 3rd."
SL,85.6,,Max Scherzer,Keon Broxton,,2298,,14,2019-04-07,0-2,Bot 2,blocked_ball,
FF,94.7,,Max Scherzer,Keon Broxton,,2465,,6,2019-04-07,0-1,Bot 2,called_strike,
FF,94.4,,Max Scherzer,Keon Broxton,,2491,,3,2019-04-07,0-0,Bot 2,called_strike,
SL,84.1,,Max Scherzer,Amed Rosario,,2214,,14,2019-04-07,1-2,Bot 2,swinging_strike,Amed Rosario strikes out swinging.
SL,84.6,,Max Scherzer,Amed Rosario,,2261,,14,2019-04-07,1-1,Bot 2,swinging_strike,
SL,84.2,,Max Scherzer,Amed Rosario,,2286,,6,2019-04-07,1-0,Bot 2,foul,
FF,94.6,,Max Scherzer,Amed Rosario,,2505,,14,2019-04-07,0-0,Bot 2,ball,
SL,85.2,91.9,Max Scherzer,J.D. Davis,226,2336,13.7,5,2019-04-07,2-2,Bot 2,hit_into_play_no_out,J.D. Davis singles on a line drive to right fielder Adam Eaton. Wilson Ramos to 2nd.
SL,85.8,,Max Scherzer,J.D. Davis,,2190,,14,2019-04-07,1-2,Bot 2,blocked_ball,
FF,95.4,,Max Scherzer,J.D. Davis,,2594,,5,2019-04-07,1-2,Bot 2,foul,
SL,86.5,,Max Scherzer,J.D. Davis,,2295,,8,2019-04-07,1-1,Bot 2,swinging_strike,
FF,96.2,,Max Scherzer,J.D. Davis,,2590,,4,2019-04-07,1-0,Bot 2,swinging_strike,
FF,94.8,,Max Scherzer,J.D. Davis,,2385,,14,2019-04-07,0-0,Bot 2,ball,
CH,84.6,100.5,Max Scherzer,Wilson Ramos,126,1745,5.9,13,2019-04-07,1-2,Bot 2,hit_into_play_score,Wilson Ramos singles on a ground ball to left fielder Juan Soto. Michael Conforto scores.
CH,85.2,,Max Scherzer,Wilson Ramos,,1924,,14,2019-04-07,0-2,Bot 2,blocked_ball,
FF,95.9,77.2,Max Scherzer,Wilson Ramos,230,2576,44.5,6,2019-04-07,0-2,Bot 2,foul,
FF,94.6,,Max Scherzer,Wilson Ramos,,2503,,1,2019-04-07,0-1,Bot 2,foul_tip,
FF,94.5,,Max Scherzer,Wilson Ramos,,2527,,5,2019-04-07,0-0,Bot 2,swinging_strike,
FF,91.0,68.7,Max Scherzer,Michael Conforto,233,2554,36.4,9,2019-04-07,3-2,Bot 2,hit_into_play_no_out,"Michael Conforto doubles (3) on a fly ball to right fielder Adam Eaton. Michael Conforto to 3rd. Michael Conforto advances to 3rd, on a throwing error by right fielder Adam Eaton."
FF,95.8,,Max Scherzer,Michael Conforto,,2570,,11,2019-04-07,2-2,Bot 2,ball,
FC,89.3,,Max Scherzer,Michael Conforto,,2459,,6,2019-04-07,2-1,Bot 2,foul,
CH,84.7,,Max Scherzer,Michael Conforto,,1643,,13,2019-04-07,1-1,Bot 2,ball,
FF,94.0,,Max Scherzer,Michael Conforto,,2547,,14,2019-04-07,0-1,Bot 2,ball,
FF,94.8,,Max Scherzer,Michael Conforto,,2505,,3,2019-04-07,0-0,Bot 2,called_strike,
FF,95.8,96.3,Max Scherzer,Robinson Cano,11,2502,-11.5,5,2019-04-07,0-0,Bot 1,hit_into_play,"Robinson Cano grounds out, shortstop Wilmer Difo to first baseman Ryan Zimmerman."
CH,84.6,82.9,Max Scherzer,Pete Alonso,,1742,-20.7,9,2019-04-07,2-2,Bot 1,hit_into_play,"Pete Alonso grounds into a double play, shortstop Wilmer Difo to first baseman Ryan Zimmerman. Jeff McNeil out at 2nd. Pete Alonso out at 1st."
CH,84.4,,Max Scherzer,Pete Alonso,,1574,,14,2019-04-07,1-2,Bot 1,ball,
FF,94.2,,Max Scherzer,Pete Alonso,,2498,,14,2019-04-07,1-1,Bot 1,called_strike,
FF,94.4,,Max Scherzer,Pete Alonso,,2441,,11,2019-04-07,0-1,Bot 1,ball,
FF,92.6,,Max Scherzer,Pete Alonso,,2441,,5,2019-04-07,0-0,Bot 1,called_strike,
FC,91.4,,Max Scherzer,Jeff McNeil,,2529,,14,2019-04-07,0-2,Bot 1,hit_by_pitch,Jeff McNeil hit by pitch.
FF,95.3,75.5,Max Scherzer,Jeff McNeil,149,2606,19.1,11,2019-04-07,0-2,Bot 1,foul,
FF,94.5,67.9,Max Scherzer,Jeff McNeil,147,2583,68.1,2,2019-04-07,0-1,Bot 1,foul,
FF,93.6,72.6,Max Scherzer,Jeff McNeil,159,2454,22.7,7,2019-04-07,0-0,Bot 1,foul,
FF,93.6,,Max Scherzer,J.T. Realmuto,,2449,,13,2019-04-02,2-2,Top 5,called_strike,J.T. Realmuto called out on strikes.
CH,82.4,,Max Scherzer,J.T. Realmuto,,1345,,13,2019-04-02,2-1,Top 5,foul,
SL,84.5,,Max Scherzer,J.T. Realmuto,,2474,,14,2019-04-02,1-1,Top 5,ball,
SL,85.2,,Max Scherzer,J.T. Realmuto,,2390,,9,2019-04-02,1-0,Top 5,swinging_strike,
CU,76.9,,Max Scherzer,J.T. Realmuto,,2693,,9,2019-04-02,0-0,Top 5,ball,
CH,83.0,,Max Scherzer,Rhys Hoskins,,1641,,14,2019-04-02,0-2,Top 5,swinging_strike,Rhys Hoskins strikes out swinging.
SL,83.9,68.7,Max Scherzer,Rhys Hoskins,130,2158,18.7,6,2019-04-02,0-1,Top 5,foul,
CH,83.3,,Max Scherzer,Rhys Hoskins,,1300,,4,2019-04-02,0-0,Top 5,called_strike,
CU,79.3,95.9,Max Scherzer,Bryce Harper,271,2686,18.3,5,2019-04-02,1-2,Top 5,hit_into_play_no_out,Bryce Harper doubles (2) on a line drive to right fielder Adam Eaton. Jean Segura to 3rd.
FF,96.0,74.8,Max Scherzer,Bryce Harper,203,2541,52.6,2,2019-04-02,1-2,Top 5,foul,
FF,94.0,,Max Scherzer,Bryce Harper,,2582,,5,2019-04-02,1-1,Top 5,foul,
FC,88.8,,Max Scherzer,Bryce Harper,,2543,,12,2019-04-02,0-1,Top 5,ball,
CH,83.0,,Max Scherzer,Bryce Harper,,1322,,1,2019-04-02,0-0,Top 5,foul,
CH,84.7,55.8,Max Scherzer,Jean Segura,82,1755,15.5,13,2019-04-02,0-2,Top 5,hit_into_play_no_out,Jean Segura singles on a ground ball to second baseman Brian Dozier.
FF,94.1,96.3,Max Scherzer,Jean Segura,12,2541,-11.5,5,2019-04-02,0-1,Top 5,foul,
SL,83.6,,Max Scherzer,Jean Segura,,2334,,8,2019-04-02,0-0,Top 5,swinging_strike,
CH,84.8,,Max Scherzer,Andrew McCutchen,,1807,,13,2019-04-02,1-2,Top 5,called_strike,Andrew McCutchen called out on strikes.
FF,93.7,,Max Scherzer,Andrew McCutchen,,2585,,14,2019-04-02,1-1,Top 5,called_strike,
SL,83.2,,Max Scherzer,Andrew McCutchen,,2575,,14,2019-04-02,0-1,Top 5,ball,
FF,92.6,,Max Scherzer,Andrew McCutchen,,2807,,4,2019-04-02,0-0,Top 5,foul,
FF,92.4,70.0,Max Scherzer,Zach Eflin,33,2377,-3.2,1,2019-04-02,3-2,Top 4,hit_into_play,"Zach Eflin grounds out, third baseman Anthony Rendon to first baseman Matt Adams."
SL,83.5,,Max Scherzer,Zach Eflin,,2223,,14,2019-04-02,2-2,Top 4,ball,
SL,84.6,,Max Scherzer,Zach Eflin,,2320,,14,2019-04-02,1-2,Top 4,ball,
FF,94.3,,Max Scherzer,Zach Eflin,,2460,,12,2019-04-02,0-2,Top 4,ball,
FF,94.2,74.3,Max Scherzer,Zach Eflin,172,2425,22.3,6,2019-04-02,0-2,Top 4,foul,
SL,83.2,,Max Scherzer,Zach Eflin,,2079,,4,2019-04-02,0-1,Top 4,foul,
FF,92.3,88.4,Max Scherzer,Zach Eflin,276,2256,43.8,9,2019-04-02,0-0,Top 4,foul,
CH,82.7,60.4,Max Scherzer,Cesar Hernandez,1,1422,-51.3,9,2019-04-02,1-0,Top 4,hit_into_play_no_out,Cesar Hernandez singles on a soft ground ball to second baseman Brian Dozier. Odubel Herrera to 3rd.
FF,93.3,,Max Scherzer,Cesar Hernandez,,2409,,11,2019-04-02,0-0,Top 4,ball,
CU,79.2,99.1,Max Scherzer,Odubel Herrera,374,2750,25.1,8,2019-04-02,2-2,Top 4,hit_into_play_no_out,Odubel Herrera doubles (1) on a fly ball to right fielder Adam Eaton.
CU,80.5,,Max Scherzer,Odubel Herrera,,2632,,14,2019-04-02,1-2,Top 4,ball,
FF,95.2,,Max Scherzer,Odubel Herrera,,2438,,13,2019-04-02,1-1,Top 4,swinging_strike,
CU,77.6,,Max Scherzer,Odubel Herrera,,2556,,4,2019-04-02,1-0,Top 4,called_strike,
FF,93.5,,Max Scherzer,Odubel Herrera,,2464,,14,2019-04-02,0-0,Top 4,ball,
FF,94.8,100.2,Max Scherzer,J.T. Realmuto,304,2588,46.6,5,2019-04-02,2-1,Top 4,hit_into_play,J.T. Realmuto flies out sharply to right fielder Adam Eaton.
CH,85.3,,Max Scherzer,J.T. Realmuto,,1554,,13,2019-04-02,1-1,Top 4,ball,
FF,94.7,,Max Scherzer,J.T. Realmuto,,2412,,13,2019-04-02,0-1,Top 4,ball,
FF,93.4,95.0,Max Scherzer,J.T. Realmuto,319,2414,32.5,5,2019-04-02,0-0,Top 4,foul,
FF,94.7,,Max Scherzer,Rhys Hoskins,,2390,,4,2019-04-02,1-2,Top 4,swinging_strike,Rhys Hoskins strikes out swinging.
CH,86.0,,Max Scherzer,Rhys Hoskins,,1548,,7,2019-04-02,1-2,Top 4,foul,
FF,95.2,,Max Scherzer,Rhys Hoskins,,2523,,3,2019-04-02,1-2,Top 4,foul,
SL,84.9,,Max Scherzer,Rhys Hoskins,,2286,,2,2019-04-02,1-1,Top 4,called_strike,
CH,84.9,,Max Scherzer,Rhys Hoskins,,1544,,7,2019-04-02,1-0,Top 4,foul,
FF,93.8,,Max Scherzer,Rhys Hoskins,,2513,,2,2019-04-02,0-0,Top 4,ball,
